commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Tomato Small(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Tunnel),KG,Rs 70.00,Rs 95.00,Rs 83.75
Potato Red,KG,Rs 80.00,Rs 82.00,Rs 81.00
Potato Red(Indian),KG,Rs 60.00,Rs 62.00,Rs 61.00
Potato Red(Mude),KG,Rs 73.00,Rs 75.00,Rs 74.00
Onion Dry (Indian),KG,Rs 125.00,Rs 135.00,Rs 130.00
Carrot(Local),KG,Rs 200.00,Rs 250.00,Rs 226.67
Carrot(Terai),KG,Rs 180.00,Rs 200.00,Rs 190.00
Cabbage(Local),KG,Rs 100.00,Rs 110.00,Rs 105.00
Cabbage(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cauli Local,KG,Rs 120.00,Rs 140.00,Rs 130.00
Raddish Red,KG,Rs 25.00,Rs 30.00,Rs 27.67
Raddish White(Local),KG,Rs 25.00,Rs 35.00,Rs 30.00
Raddish White(Hybrid),KG,Rs 30.00,Rs 35.00,Rs 32.67
Brinjal Long,KG,Rs 90.00,Rs 100.00,Rs 95.00
Brinjal Round,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cow pea(Long),KG,Rs 100.00,Rs 120.00,Rs 110.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 95.00
Bitter Gourd,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bottle Gourd,KG,Rs 90.00,Rs 100.00,Rs 95.00
Snake Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Smooth Gourd,KG,Rs 100.00,Rs 120.00,Rs 110.00
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),KG,Rs 80.00,Rs 90.00,Rs 85.00
Sweet Potato,KG,Rs 90.00,Rs 100.00,Rs 95.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 95.00
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 70.00,Rs 80.00,Rs 75.00
Onion Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mushroom(Kanya),KG,Rs 160.00,Rs 200.00,Rs 180.00
Mushroom(Button),KG,Rs 400.00,Rs 450.00,Rs 426.67
Brocauli,KG,Rs 150.00,Rs 200.00,Rs 176.67
Sugarbeet,KG,Rs 90.00,Rs 100.00,Rs 95.00
Red Cabbbage,KG,Rs 150.00,Rs 200.00,Rs 176.67
Lettuce,KG,Rs 90.00,Rs 100.00,Rs 95.00
Celery,KG,Rs 700.00,Rs 800.00,Rs 750.00
Parseley,KG,"Rs 2,000.00","Rs 2,500.00","Rs 2,266.67"
Mint,KG,Rs 700.00,Rs 800.00,Rs 750.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Jholey),KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Fuji),KG,Rs 300.00,Rs 350.00,Rs 326.67
Banana,Per Dozen,Rs 140.00,Rs 150.00,Rs 145.00
Lime,KG,Rs 200.00,Rs 230.00,Rs 216.67
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 326.67
Grapes(Black),KG,Rs 300.00,Rs 400.00,Rs 350.00
Orange(Indian),KG,Rs 110.00,Rs 130.00,Rs 120.00
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 65.00
Sweet Orange,KG,Rs 110.00,Rs 130.00,Rs 120.00
Mandarin,KG,Rs 280.00,Rs 300.00,Rs 290.00
Pineapple,1 Pc,Rs 160.00,Rs 180.00,Rs 170.00
Cucumber(Local),KG,Rs 100.00,Rs 130.00,Rs 116.67
Cucumber(Hybrid),KG,Rs 30.00,Rs 35.00,Rs 32.67
Pear(Chinese),KG,Rs 280.00,Rs 300.00,Rs 290.00
Papaya(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Papaya(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Guava,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mombin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Kiwi,KG,Rs 300.00,Rs 350.00,Rs 326.67
