commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 66.67
Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 76.67
Tomato Small(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Tomato Small(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Potato Red,KG,Rs 30.00,Rs 32.00,Rs 31.00
Potato Red(Indian),KG,Rs 24.00,Rs 26.00,Rs 25.33
Onion Dry (Indian),KG,Rs 32.00,Rs 34.00,Rs 33.00
Carrot(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Carrot(Terai),KG,Rs 25.00,Rs 35.00,Rs 30.00
Cabbage(Local),KG,Rs 25.00,Rs 35.00,Rs 30.00
Cabbage(Terai),KG,Rs 25.00,Rs 35.00,Rs 30.00
Cauli Local,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 80.00,Rs 70.00
Raddish Red,KG,Rs 80.00,Rs 90.00,Rs 86.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 18.33
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 60.00,Rs 70.00,Rs 66.67
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 56.67
Cow pea(Long),KG,Rs 110.00,Rs 130.00,Rs 120.00
Green Peas,KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 60.00,Rs 70.00,Rs 66.67
French Bean(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 66.67
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 80.00,Rs 90.00,Rs 86.67
Bitter Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Terai),KG,Rs 120.00,Rs 130.00,Rs 125.00
Snake Gourd,KG,Rs 60.00,Rs 70.00,Rs 66.67
Smooth Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),KG,Rs 25.00,Rs 35.00,Rs 30.00
Squash(Round),KG,Rs 25.00,Rs 35.00,Rs 30.00
Okara,KG,Rs 70.00,Rs 90.00,Rs 82.00
Barela,KG,Rs 50.00,Rs 60.00,Rs 56.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brd Leaf Mustard,KG,Rs 110.00,Rs 120.00,Rs 113.33
Spinach Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Mustard Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Fenugreek Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Onion Green,KG,Rs 30.00,Rs 50.00,Rs 40.00
Mushroom(Kanya),KG,Rs 180.00,Rs 220.00,Rs 200.00
Mushroom(Button),KG,Rs 280.00,Rs 320.00,Rs 300.00
Asparagus,KG,Rs 250.00,Rs 350.00,Rs 300.00
Neuro,KG,Rs 120.00,Rs 150.00,Rs 135.00
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 56.67
