commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 45.00,Rs 50.00,Rs 48.00
Tomato Big(Indian),KG,Rs 45.00,Rs 50.00,Rs 48.00
Tomato Small(Local),KG,Rs 25.00,Rs 30.00,Rs 28.00
Tomato Small(Tunnel),KG,Rs 43.00,Rs 46.00,Rs 45.00
Tomato Small(Indian),KG,Rs 43.00,Rs 46.00,Rs 45.00
Tomato Small(Terai),KG,Rs 30.00,Rs 35.00,Rs 33.00
Potato Red,KG,Rs 29.00,Rs 31.00,Rs 30.00
Potato Red(Indian),KG,Rs 29.00,Rs 31.00,Rs 30.00
Onion Dry (Indian),KG,Rs 69.00,Rs 71.00,Rs 70.00
Carrot(Local),KG,Rs 33.00,Rs 35.00,Rs 34.00
Carrot(Terai),KG,Rs 20.00,Rs 25.00,Rs 22.00
Cabbage(Local),KG,Rs 18.00,Rs 20.00,Rs 19.00
Cabbage(Terai),KG,Rs 18.00,Rs 20.00,Rs 19.00
Cabbage,KG,Rs 15.00,Rs 20.00,Rs 18.00
Cauli Local,KG,Rs 25.00,Rs 30.00,Rs 28.00
Cauli Local(Jyapu),KG,Rs 35.00,Rs 40.00,Rs 38.00
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.00
Raddish White(Hybrid),KG,Rs 10.00,Rs 15.00,Rs 12.00
Brinjal Long,KG,Rs 45.00,Rs 50.00,Rs 48.00
Green Peas,KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 65.00,Rs 70.00,Rs 68.00
French Bean(Hybrid),KG,Rs 65.00,Rs 70.00,Rs 68.00
Sword Bean,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bitter Gourd,KG,Rs 190.00,Rs 200.00,Rs 195.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 45.00,Rs 50.00,Rs 48.00
Squash(Long),KG,Rs 20.00,Rs 25.00,Rs 22.00
Squash(Round),KG,Rs 25.00,Rs 30.00,Rs 28.00
Okara,KG,Rs 95.00,Rs 100.00,Rs 98.00
Barela,KG,Rs 75.00,Rs 80.00,Rs 78.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 48.00
Christophine,KG,Rs 45.00,Rs 50.00,Rs 48.00
Brd Leaf Mustard,KG,Rs 20.00,Rs 25.00,Rs 22.00
Spinach Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.00
Cress Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.00
Mustard Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.00
Fenugreek Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.00
Onion Green,KG,Rs 75.00,Rs 80.00,Rs 78.00
Bakula,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 70.00,Rs 80.00,Rs 75.00
Mushroom(Button),KG,Rs 320.00,Rs 330.00,Rs 325.00
Brocauli,KG,Rs 40.00,Rs 45.00,Rs 42.00
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 65.00
Lettuce,KG,Rs 40.00,Rs 50.00,Rs 45.00
Knolkhol,KG,Rs 30.00,Rs 35.00,Rs 33.00
Celery,KG,Rs 420.00,Rs 430.00,Rs 425.00
Parseley,KG,Rs 420.00,Rs 430.00,Rs 425.00
Fennel Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.00
