commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Tomato Small(Tunnel),KG,Rs 14.00,Rs 18.00,Rs 16.00
Tomato Small(Indian),KG,Rs 22.00,Rs 26.00,Rs 24.40
Tomato Small(Terai),KG,Rs 25.00,Rs 30.00,Rs 27.50
Potato Red,KG,Rs 26.00,Rs 30.00,Rs 28.00
Potato Red(Indian),KG,Rs 24.00,Rs 26.00,Rs 25.00
Potato White,KG,Rs 19.00,Rs 21.00,Rs 20.00
Onion Dry (Indian),KG,Rs 65.00,Rs 70.00,Rs 67.50
Carrot(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Carrot(Terai),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cabbage(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage(Terai),KG,Rs 12.00,Rs 15.00,Rs 13.50
Cabbage,KG,Rs 15.00,Rs 20.00,Rs 17.50
Cauli Local,KG,Rs 25.00,Rs 35.00,Rs 29.00
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Terai,KG,Rs 20.00,Rs 25.00,Rs 23.33
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Raddish White(Hybrid),KG,Rs 20.00,Rs 25.00,Rs 22.50
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Sword Bean,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 120.00,Rs 140.00,Rs 130.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 37.50
Squash(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 55.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sweet Potato,KG,Rs 50.00,Rs 60.00,Rs 55.00
Barela,KG,Rs 40.00,Rs 50.00,Rs 46.67
Arum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Christophine,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brd Leaf Mustard,KG,Rs 25.00,Rs 30.00,Rs 28.33
Spinach Leaf,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cress Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Fenugreek Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Bakula,KG,Rs 110.00,Rs 120.00,Rs 115.00
Yam,KG,Rs 45.00,Rs 50.00,Rs 48.33
Mushroom(Kanya),KG,Rs 140.00,Rs 160.00,Rs 150.00
Mushroom(Button),KG,Rs 280.00,Rs 300.00,Rs 290.00
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 56.67
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Red Cabbbage,KG,Rs 100.00,Rs 110.00,Rs 105.00
Lettuce,KG,Rs 70.00,Rs 80.00,Rs 75.00
Knolkhol,KG,Rs 80.00,Rs 90.00,Rs 85.00
Celery,KG,Rs 220.00,Rs 250.00,Rs 235.00
Parseley,KG,Rs 350.00,Rs 400.00,Rs 375.00
Fennel Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mint,KG,Rs 220.00,Rs 250.00,Rs 235.00
