commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Local),KG,Rs 15.00,Rs 22.00,Rs 19.00
Tomato Small(Tunnel),KG,Rs 28.00,Rs 33.00,Rs 30.60
Tomato Small(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Potato Red,KG,Rs 50.00,Rs 55.00,Rs 52.40
Potato Red(Indian),KG,Rs 46.00,Rs 48.00,Rs 47.00
Potato Red(Mude),KG,Rs 46.00,Rs 48.00,Rs 47.00
Onion Dry (Indian),KG,Rs 75.00,Rs 80.00,Rs 78.00
Carrot(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cabbage(Local),KG,Rs 20.00,Rs 25.00,Rs 22.00
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cauli Local(Jyapu),KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish White(Hybrid),KG,Rs 25.00,Rs 35.00,Rs 30.00
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 110.00,Rs 120.00,Rs 116.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
Green Peas,KG,Rs 220.00,Rs 240.00,Rs 230.00
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Rajma),KG,Rs 140.00,Rs 160.00,Rs 150.00
Soyabean Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 76.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.67
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Smooth Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sponge Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 37.00
Squash(Long),KG,Rs 20.00,Rs 30.00,Rs 25.00
Squash(Round),KG,Rs 20.00,Rs 30.00,Rs 25.00
Okara,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 66.67
Christophine,KG,Rs 70.00,Rs 80.00,Rs 76.67
Brd Leaf Mustard,KG,Rs 20.00,Rs 30.00,Rs 26.67
Mustard Leaf,KG,Rs 20.00,Rs 30.00,Rs 26.67
Onion Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mushroom(Kanya),KG,Rs 160.00,Rs 200.00,Rs 180.00
Mushroom(Button),KG,Rs 320.00,Rs 360.00,Rs 345.00
Asparagus,KG,Rs 250.00,Rs 280.00,Rs 265.00
Neuro,KG,Rs 70.00,Rs 80.00,Rs 76.67
Brocauli,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sugarbeet,KG,Rs 50.00,Rs 60.00,Rs 56.67
Drumstick,KG,Rs 150.00,Rs 200.00,Rs 175.00
Red Cabbbage,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 86.67
Celery,KG,Rs 140.00,Rs 150.00,Rs 145.00
Parseley,KG,Rs 250.00,Rs 300.00,Rs 275.00
Mint,KG,Rs 140.00,Rs 150.00,Rs 145.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 150.00,Rs 160.00,Rs 156.67
Bamboo Shoot,KG,Rs 100.00,Rs 110.00,Rs 106.67
Tofu,KG,Rs 150.00,Rs 170.00,Rs 160.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 283.33
Apple(Fuji),KG,Rs 300.00,Rs 320.00,Rs 310.00
Banana,Per Dozen,Rs 130.00,Rs 140.00,Rs 135.00
Lime,KG,Rs 220.00,Rs 260.00,Rs 240.00
Pomegranate,KG,Rs 350.00,Rs 400.00,Rs 375.00
Mango(Maldah),KG,Rs 90.00,Rs 100.00,Rs 96.67
Mango(Dushari),KG,Rs 90.00,Rs 100.00,Rs 96.67
Water Melon(Green),KG,Rs 35.00,Rs 40.00,Rs 38.33
Mandarin,KG,Rs 250.00,Rs 280.00,Rs 265.00
Pineapple,1 Pc,Rs 160.00,Rs 180.00,Rs 170.00
Cucumber(Local),KG,Rs 50.00,Rs 70.00,Rs 60.00
Cucumber(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.00
Jack Fruit,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Litchi(Local),KG,Rs 150.00,Rs 180.00,Rs 165.00
Litchi(Indian),KG,Rs 250.00,Rs 300.00,Rs 275.00
Kiwi,KG,Rs 550.00,Rs 600.00,Rs 575.00
Avocado,KG,Rs 550.00,Rs 600.00,Rs 575.00
Ginger,KG,Rs 280.00,Rs 300.00,Rs 290.00
Chilli Dry,KG,Rs 400.00,Rs 450.00,Rs 425.00
Chilli Green,KG,Rs 90.00,Rs 100.00,Rs 96.00
Chilli Green(Bullet),KG,Rs 90.00,Rs 100.00,Rs 96.00
Chilli Green(Machhe),KG,Rs 40.00,Rs 50.00,Rs 45.00
Capsicum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Garlic Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Coriander Green,KG,Rs 350.00,Rs 450.00,Rs 400.00
Garlic Dry Chinese,KG,Rs 230.00,Rs 250.00,Rs 240.00
Garlic Dry Nepali,KG,Rs 180.00,Rs 200.00,Rs 190.00
Clive Dry,KG,Rs 150.00,Rs 160.00,Rs 155.00
Fish Fresh(Rahu),KG,Rs 320.00,Rs 330.00,Rs 325.00
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 250.00,Rs 246.67
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),KG,Rs 330.00,Rs 340.00,Rs 335.00
King Oyster,Kg,Rs 280.00,Rs 300.00,Rs 290.00
