commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Tomato Small(Tunnel),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Potato Red,KG,Rs 40.00,Rs 45.00,Rs 42.33
Onion Dry (Indian),KG,Rs 65.00,Rs 70.00,Rs 67.33
Carrot(Local),KG,Rs 35.00,Rs 40.00,Rs 37.67
Carrot(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage,KG,Rs 25.00,Rs 30.00,Rs 27.67
Cauli Local,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Long,KG,Rs 20.00,Rs 25.00,Rs 22.33
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cow pea(Long),KG,Rs 80.00,Rs 90.00,Rs 85.00
Green Peas,KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 95.00
Sword Bean,KG,Rs 80.00,Rs 90.00,Rs 85.00
Bitter Gourd,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 90.00,Rs 100.00,Rs 95.00
Smooth Gourd,KG,Rs 80.00,Rs 90.00,Rs 85.00
Pumpkin,KG,Rs 40.00,Rs 45.00,Rs 42.33
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 75.00
Barela,KG,Rs 60.00,Rs 70.00,Rs 65.00
Arum,KG,Rs 90.00,Rs 100.00,Rs 95.00
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 95.00
Spinach Leaf,KG,Rs 140.00,Rs 150.00,Rs 145.00
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Fenugreek Leaf,KG,Rs 140.00,Rs 150.00,Rs 145.00
Onion Green,KG,Rs 40.00,Rs 50.00,Rs 45.00
Yam,KG,Rs 100.00,Rs 110.00,Rs 105.00
Mushroom(Kanya),KG,Rs 100.00,Rs 130.00,Rs 116.67
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 326.67
Asparagus,KG,Rs 400.00,Rs 450.00,Rs 423.33
Neuro,KG,Rs 70.00,Rs 80.00,Rs 75.00
Brocauli,KG,Rs 60.00,Rs 70.00,Rs 65.00
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 65.00
Drumstick,KG,Rs 150.00,Rs 200.00,Rs 176.67
Bauhania flower,KG,Rs 200.00,Rs 250.00,Rs 226.67
