commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Local),KG,Rs 30.00,Rs 35.00,Rs 32.50
Tomato Small(Tunnel),KG,Rs 37.00,Rs 42.00,Rs 40.20
Potato Red,KG,Rs 54.00,Rs 55.00,Rs 54.50
Potato Red(Indian),KG,Rs 37.00,Rs 38.00,Rs 37.50
Potato Red(Mude),KG,Rs 40.00,Rs 42.00,Rs 41.00
Potato White,KG,Rs 42.00,Rs 44.00,Rs 43.00
Onion Dry (Indian),KG,Rs 38.00,Rs 40.00,Rs 39.00
Carrot(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cauli Local(Jyapu),KG,Rs 110.00,Rs 130.00,Rs 120.00
Raddish Red,KG,Rs 50.00,Rs 60.00,Rs 56.67
Raddish White(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Raddish White(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Long,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 56.67
Cow pea(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Rajma),KG,Rs 120.00,Rs 130.00,Rs 125.00
Sword Bean,KG,Rs 100.00,Rs 120.00,Rs 113.33
Soyabean Green,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 23.33
Smooth Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sponge Gourd,KG,Rs 35.00,Rs 40.00,Rs 38.33
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 33.33
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 56.67
Okara,KG,Rs 40.00,Rs 50.00,Rs 45.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 56.67
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 220.00,Rs 250.00,Rs 235.00
Mushroom(Kanya),KG,Rs 220.00,Rs 250.00,Rs 235.00
Mushroom(Button),KG,Rs 400.00,Rs 420.00,Rs 410.00
Asparagus,KG,Rs 300.00,Rs 350.00,Rs 325.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 86.67
Brocauli,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 180.00,Rs 200.00,Rs 190.00
Red Cabbbage,KG,Rs 120.00,Rs 150.00,Rs 135.00
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 86.67
Celery,KG,Rs 250.00,Rs 280.00,Rs 265.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 130.00,Rs 140.00,Rs 135.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 116.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 150.00,Rs 160.00,Rs 156.67
Lime,KG,Rs 140.00,Rs 180.00,Rs 157.50
Pomegranate,KG,Rs 380.00,Rs 400.00,Rs 390.00
Mango(Maldah),KG,Rs 150.00,Rs 160.00,Rs 156.67
Mango(Dushari),KG,Rs 150.00,Rs 160.00,Rs 156.67
Grapes(Green),KG,Rs 280.00,Rs 300.00,Rs 290.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Orange,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mandarin,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Cucumber(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cucumber(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 46.67
Jack Fruit,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pear(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
Pear(Chinese),KG,Rs 280.00,Rs 300.00,Rs 290.00
Papaya(Nepali),KG,Rs 90.00,Rs 100.00,Rs 95.00
Papaya(Indian),KG,Rs 120.00,Rs 130.00,Rs 125.00
Ginger,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Dry,KG,Rs 380.00,Rs 400.00,Rs 390.00
Chilli Green,KG,Rs 25.00,Rs 30.00,Rs 27.50
Chilli Green(Bullet),KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Green(Machhe),KG,Rs 70.00,Rs 80.00,Rs 76.67
Chilli Green(Akbare),KG,Rs 150.00,Rs 200.00,Rs 175.00
Capsicum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Garlic Green,KG,Rs 220.00,Rs 250.00,Rs 235.00
Coriander Green,KG,Rs 70.00,Rs 90.00,Rs 80.00
Garlic Dry Chinese,KG,Rs 140.00,Rs 150.00,Rs 146.00
Garlic Dry Nepali,KG,Rs 110.00,Rs 120.00,Rs 116.67
Clive Dry,KG,Rs 150.00,Rs 160.00,Rs 155.00
Fish Fresh(Rahu),KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Bachuwa),KG,Rs 270.00,Rs 290.00,Rs 280.00
Fish Fresh(Chhadi),KG,Rs 230.00,Rs 250.00,Rs 240.00
Fish Fresh(Mungari),KG,Rs 270.00,Rs 290.00,Rs 280.00
