commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Tomato Small(Tunnel),KG,Rs 35.00,Rs 40.00,Rs 38.00
Potato Red,KG,Rs 58.00,Rs 60.00,Rs 59.20
Potato Red(Indian),KG,Rs 30.00,Rs 32.00,Rs 31.00
Potato Red(Mude),KG,Rs 48.00,Rs 50.00,Rs 49.20
Potato White,KG,Rs 42.00,Rs 44.00,Rs 43.00
Onion Dry (Indian),KG,Rs 50.00,Rs 52.00,Rs 50.80
Carrot(Local),KG,Rs 140.00,Rs 160.00,Rs 152.00
Carrot(Terai),KG,Rs 90.00,Rs 100.00,Rs 96.67
Cabbage(Local),KG,Rs 25.00,Rs 35.00,Rs 29.00
Cauli Local,KG,Rs 80.00,Rs 100.00,Rs 88.00
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 18.00
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 66.67
Cow pea(Long),KG,Rs 70.00,Rs 80.00,Rs 76.00
Cowpea(Short),KG,Rs 110.00,Rs 120.00,Rs 115.00
French Bean(Local),KG,Rs 110.00,Rs 130.00,Rs 120.00
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 140.00,Rs 150.00,Rs 146.67
Soyabean Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bitter Gourd,KG,Rs 80.00,Rs 100.00,Rs 92.00
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 100.00,Rs 110.00,Rs 106.00
Pointed Gourd(Terai),KG,Rs 90.00,Rs 100.00,Rs 96.67
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Smooth Gourd,KG,Rs 70.00,Rs 80.00,Rs 76.00
Sponge Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.00
Squash(Round),KG,Rs 20.00,Rs 30.00,Rs 26.67
Turnip,KG,Rs 90.00,Rs 100.00,Rs 95.00
Okara,KG,Rs 60.00,Rs 80.00,Rs 72.00
Sweet Potato,KG,Rs 100.00,Rs 110.00,Rs 105.00
Barela,KG,Rs 150.00,Rs 160.00,Rs 156.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,KG,Rs 15.00,Rs 20.00,Rs 18.33
Brd Leaf Mustard,KG,Rs 160.00,Rs 180.00,Rs 170.00
Spinach Leaf,KG,Rs 180.00,Rs 200.00,Rs 190.00
Cress Leaf,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mustard Leaf,KG,Rs 70.00,Rs 80.00,Rs 73.33
Fenugreek Leaf,KG,Rs 250.00,Rs 300.00,Rs 275.00
Onion Green,KG,Rs 190.00,Rs 200.00,Rs 196.67
Mushroom(Kanya),KG,Rs 220.00,Rs 250.00,Rs 240.00
