commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 66.67
Tomato Small(Local),KG,Rs 25.00,Rs 35.00,Rs 30.00
Tomato Small(Tunnel),KG,Rs 35.00,Rs 45.00,Rs 40.00
Tomato Small(Indian),KG,Rs 25.00,Rs 30.00,Rs 27.50
Potato Red,KG,Rs 55.00,Rs 60.00,Rs 58.00
Potato Red(Indian),KG,Rs 34.00,Rs 36.00,Rs 35.00
Potato White,KG,Rs 38.00,Rs 40.00,Rs 39.33
Onion Dry (Indian),KG,Rs 95.00,Rs 100.00,Rs 97.60
Carrot(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cabbage(Local),KG,Rs 60.00,Rs 70.00,Rs 66.67
Cauli Local,KG,Rs 20.00,Rs 30.00,Rs 23.75
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish Red,KG,Rs 35.00,Rs 40.00,Rs 38.33
Raddish White(Local),KG,Rs 15.00,Rs 25.00,Rs 19.00
Raddish White(Hybrid),KG,Rs 15.00,Rs 25.00,Rs 20.00
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 46.67
Cow pea(Long),KG,Rs 40.00,Rs 50.00,Rs 46.00
Cowpea(Short),KG,Rs 20.00,Rs 30.00,Rs 25.00
Green Peas,KG,Rs 160.00,Rs 180.00,Rs 170.00
French Bean(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
French Bean(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 110.00,Rs 120.00,Rs 115.00
Bottle Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.67
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pumpkin,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Long),KG,Rs 15.00,Rs 25.00,Rs 19.00
Squash(Round),KG,Rs 15.00,Rs 20.00,Rs 17.50
Turnip,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sweet Potato,KG,Rs 45.00,Rs 55.00,Rs 50.00
Barela,KG,Rs 25.00,Rs 30.00,Rs 27.50
Arum,KG,Rs 50.00,Rs 60.00,Rs 56.67
Christophine,KG,Rs 15.00,Rs 20.00,Rs 18.33
Brd Leaf Mustard,KG,Rs 30.00,Rs 40.00,Rs 35.00
Spinach Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Cress Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Fenugreek Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Bakula,KG,Rs 110.00,Rs 120.00,Rs 116.67
Yam,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mushroom(Kanya),KG,Rs 50.00,Rs 70.00,Rs 60.00
Mushroom(Button),KG,Rs 280.00,Rs 300.00,Rs 292.00
Asparagus,KG,"Rs 1,000.00","Rs 1,200.00","Rs 1,100.00"
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Red Cabbbage,KG,Rs 150.00,Rs 200.00,Rs 175.00
Lettuce,KG,Rs 140.00,Rs 150.00,Rs 146.67
Celery,KG,Rs 150.00,Rs 180.00,Rs 170.00
Parseley,KG,Rs 450.00,Rs 500.00,Rs 475.00
Fennel Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mint,KG,Rs 450.00,Rs 500.00,Rs 475.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 120.00,Rs 130.00,Rs 126.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Jholey),KG,Rs 280.00,Rs 300.00,Rs 290.00
Apple(Fuji),KG,Rs 320.00,Rs 350.00,Rs 335.00
Banana,Per Dozen,Rs 160.00,Rs 170.00,Rs 166.67
Lime,KG,Rs 100.00,Rs 140.00,Rs 120.00
Pomegranate,KG,Rs 400.00,Rs 450.00,Rs 425.00
Grapes(Black),KG,Rs 400.00,Rs 420.00,Rs 410.00
Orange(Nepali),KG,Rs 80.00,Rs 90.00,Rs 86.67
Orange(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 66.67
Sweet Orange,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mandarin,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
