commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 35.00,Rs 40.00,Rs 38.00
Tomato Small(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Potato Red,KG,Rs 27.00,Rs 30.00,Rs 28.00
Potato White,KG,Rs 18.00,Rs 20.00,Rs 19.00
Onion Dry (Indian),KG,Rs 75.00,Rs 80.00,Rs 78.00
Carrot(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.00
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 25.00,Rs 35.00,Rs 29.00
Cow pea(Long),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Soyabean Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pointed Gourd(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Snake Gourd,KG,Rs 15.00,Rs 20.00,Rs 18.00
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sponge Gourd,KG,Rs 30.00,Rs 40.00,Rs 37.00
Pumpkin,KG,Rs 25.00,Rs 30.00,Rs 28.00
Squash(Long),KG,Rs 25.00,Rs 30.00,Rs 28.00
Okara,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 30.00,Rs 40.00,Rs 35.00
Christophine,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 55.00
Spinach Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cress Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Fenugreek Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mushroom(Kanya),KG,Rs 130.00,Rs 140.00,Rs 135.00
Asparagus,KG,Rs 230.00,Rs 240.00,Rs 235.00
Neuro,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sugarbeet,KG,Rs 50.00,Rs 60.00,Rs 55.00
Red Cabbbage,KG,Rs 70.00,Rs 80.00,Rs 75.00
Lettuce,KG,Rs 180.00,Rs 190.00,Rs 185.00
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 55.00
Celery,KG,Rs 180.00,Rs 190.00,Rs 185.00
Parseley,KG,Rs 180.00,Rs 190.00,Rs 185.00
Fennel Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Turnip A,KG,Rs 50.00,Rs 60.00,Rs 55.00
Tamarind,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bamboo Shoot,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tofu,KG,Rs 60.00,Rs 70.00,Rs 65.00
Gundruk,KG,Rs 200.00,Rs 210.00,Rs 205.00
Apple(Jholey),KG,Rs 90.00,Rs 100.00,Rs 95.00
Banana,Per Dozen,Rs 60.00,Rs 70.00,Rs 65.00
Lime,KG,Rs 400.00,Rs 450.00,Rs 425.00
Pomegranate,KG,Rs 200.00,Rs 210.00,Rs 205.00
Mango(Maldah),KG,Rs 110.00,Rs 115.00,Rs 113.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Orange,KG,Rs 90.00,Rs 100.00,Rs 95.00
Pineapple,1 Pc,Rs 90.00,Rs 100.00,Rs 95.00
Cucumber(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Jack Fruit,KG,Rs 20.00,Rs 22.00,Rs 21.00
Pear(Local),KG,Rs 20.00,Rs 22.00,Rs 21.00
Papaya(Nepali),KG,Rs 60.00,Rs 65.00,Rs 63.00
Mombin,KG,Rs 20.00,Rs 22.00,Rs 21.00
Ginger,KG,Rs 80.00,Rs 90.00,Rs 85.00
Chilli Dry,KG,Rs 200.00,Rs 210.00,Rs 205.00
Chilli Green,KG,Rs 40.00,Rs 50.00,Rs 45.00
Capsicum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Garlic Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Coriander Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Garlic Dry Chinese,KG,Rs 160.00,Rs 170.00,Rs 165.00
Garlic Dry Nepali,KG,Rs 130.00,Rs 140.00,Rs 135.00
Clive Dry,KG,Rs 80.00,Rs 90.00,Rs 85.00
Clive Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fish Fresh,KG,Rs 225.00,Rs 230.00,Rs 228.00
