commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 130.00,Rs 140.00,Rs 135.00
Tomato Small(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Tunnel),KG,Rs 60.00,Rs 75.00,Rs 67.50
Potato Red,KG,Rs 80.00,Rs 82.00,Rs 81.00
Potato Red(Indian),KG,Rs 58.00,Rs 60.00,Rs 59.00
Potato Red(Mude),KG,Rs 75.00,Rs 77.00,Rs 76.00
Onion Dry (Indian),KG,Rs 120.00,Rs 125.00,Rs 122.33
Carrot(Local),KG,Rs 130.00,Rs 140.00,Rs 135.00
Carrot(Terai),KG,Rs 120.00,Rs 130.00,Rs 125.00
Cabbage(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cauli Local,KG,Rs 70.00,Rs 90.00,Rs 78.75
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Long,KG,Rs 60.00,Rs 70.00,Rs 65.00
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cow pea(Long),KG,Rs 120.00,Rs 130.00,Rs 125.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Hybrid),KG,Rs 100.00,Rs 120.00,Rs 110.00
Sword Bean,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bitter Gourd,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bottle Gourd,KG,Rs 80.00,Rs 90.00,Rs 85.00
Pointed Gourd(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
Snake Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Smooth Gourd,KG,Rs 100.00,Rs 120.00,Rs 110.00
Pumpkin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 55.00
Okara,KG,Rs 80.00,Rs 100.00,Rs 90.00
Sweet Potato,KG,Rs 90.00,Rs 100.00,Rs 95.00
Barela,KG,Rs 130.00,Rs 140.00,Rs 135.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 35.00,Rs 45.00,Rs 40.00
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 95.00
Spinach Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,KG,Rs 150.00,Rs 200.00,Rs 176.67
Mushroom(Kanya),KG,Rs 160.00,Rs 200.00,Rs 180.00
Mushroom(Button),KG,Rs 400.00,Rs 450.00,Rs 426.67
Asparagus,KG,Rs 400.00,Rs 600.00,Rs 500.00
Brocauli,KG,Rs 150.00,Rs 200.00,Rs 176.67
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 85.00
Red Cabbbage,KG,Rs 300.00,Rs 320.00,Rs 310.00
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 85.00
Celery,KG,Rs 700.00,Rs 800.00,Rs 750.00
Parseley,KG,"Rs 2,000.00","Rs 2,500.00","Rs 2,233.33"
Mint,KG,Rs 700.00,Rs 800.00,Rs 750.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Fuji),KG,Rs 300.00,Rs 320.00,Rs 310.00
Banana,Per Dozen,Rs 130.00,Rs 140.00,Rs 135.00
Lime,KG,Rs 200.00,Rs 230.00,Rs 216.67
Pomegranate,KG,Rs 330.00,Rs 350.00,Rs 340.00
Grapes(Black),KG,Rs 380.00,Rs 400.00,Rs 390.00
Orange(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
