commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 70.00,Rs 80.00,Rs 76.67
Tomato Small(Local),KG,Rs 25.00,Rs 30.00,Rs 28.33
Tomato Small(Tunnel),KG,Rs 40.00,Rs 55.00,Rs 48.00
Potato Red,KG,Rs 60.00,Rs 64.00,Rs 62.00
Potato Red(Mude),KG,Rs 50.00,Rs 52.00,Rs 51.33
Onion Dry (Indian),KG,Rs 85.00,Rs 90.00,Rs 88.00
Carrot(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Local),KG,Rs 20.00,Rs 25.00,Rs 23.00
Cauli Local,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cauli Local(Jyapu),KG,Rs 80.00,Rs 90.00,Rs 86.67
Raddish White(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cowpea(Short),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Local),KG,Rs 70.00,Rs 90.00,Rs 80.00
French Bean(Hybrid),KG,Rs 70.00,Rs 90.00,Rs 80.00
French Bean(Rajma),KG,Rs 120.00,Rs 130.00,Rs 125.00
Soyabean Green,KG,Rs 80.00,Rs 90.00,Rs 86.00
Bitter Gourd,KG,Rs 35.00,Rs 45.00,Rs 40.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 34.00
Pointed Gourd(Local),KG,Rs 30.00,Rs 40.00,Rs 36.00
Snake Gourd,KG,Rs 25.00,Rs 35.00,Rs 30.00
Smooth Gourd,KG,Rs 60.00,Rs 70.00,Rs 66.00
Sponge Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.33
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.00
Okara,KG,Rs 70.00,Rs 80.00,Rs 76.00
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 70.00,Rs 80.00,Rs 73.33
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mushroom(Kanya),KG,Rs 160.00,Rs 200.00,Rs 180.00
Mushroom(Button),KG,Rs 260.00,Rs 300.00,Rs 280.00
Asparagus,KG,Rs 200.00,Rs 250.00,Rs 225.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 85.00
Brocauli,KG,Rs 120.00,Rs 140.00,Rs 130.00
Sugarbeet,KG,Rs 50.00,Rs 60.00,Rs 56.67
Red Cabbbage,KG,Rs 50.00,Rs 60.00,Rs 55.00
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 85.00
Celery,KG,Rs 160.00,Rs 180.00,Rs 170.00
Parseley,KG,Rs 260.00,Rs 280.00,Rs 270.00
Mint,KG,Rs 160.00,Rs 180.00,Rs 170.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
