commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 65.00,Rs 70.00,Rs 68.00
Tomato Big(Indian),KG,Rs 65.00,Rs 70.00,Rs 68.00
Tomato Small(Local),KG,Rs 35.00,Rs 40.00,Rs 38.00
Tomato Small(Tunnel),KG,Rs 40.00,Rs 50.00,Rs 45.00
Potato Red,KG,Rs 85.00,Rs 90.00,Rs 88.00
Potato Red(Indian),KG,Rs 75.00,Rs 80.00,Rs 78.00
Potato White,KG,Rs 70.00,Rs 75.00,Rs 72.00
Onion Dry (Indian),KG,Rs 102.00,Rs 105.00,Rs 104.00
Onion Dry (Chinese),KG,Rs 70.00,Rs 75.00,Rs 72.00
Carrot(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cabbage(Terai),KG,Rs 35.00,Rs 40.00,Rs 38.00
Cabbage,KG,Rs 45.00,Rs 50.00,Rs 48.00
Cauli Local,KG,Rs 45.00,Rs 50.00,Rs 48.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cauli Terai,KG,Rs 35.00,Rs 40.00,Rs 38.00
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.00
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 18.00
Brinjal Long,KG,Rs 40.00,Rs 45.00,Rs 42.00
Brinjal Round,KG,Rs 45.00,Rs 50.00,Rs 48.00
Cow pea(Long),KG,Rs 75.00,Rs 80.00,Rs 78.00
Cowpea(Short),KG,Rs 75.00,Rs 80.00,Rs 78.00
Green Peas,KG,Rs 150.00,Rs 160.00,Rs 155.00
French Bean(Local),KG,Rs 100.00,Rs 110.00,Rs 105.00
French Bean(Hybrid),KG,Rs 110.00,Rs 120.00,Rs 115.00
French Bean(Rajma),KG,Rs 140.00,Rs 150.00,Rs 145.00
Sword Bean,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bitter Gourd,KG,Rs 55.00,Rs 60.00,Rs 58.00
Bottle Gourd,KG,Rs 35.00,Rs 40.00,Rs 38.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 75.00
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 25.00,Rs 30.00,Rs 28.00
Squash(Long),KG,Rs 30.00,Rs 35.00,Rs 33.00
Squash(Round),KG,Rs 45.00,Rs 50.00,Rs 48.00
Okara,KG,Rs 110.00,Rs 120.00,Rs 115.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 75.00
Barela,KG,Rs 35.00,Rs 40.00,Rs 38.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 10.00,Rs 15.00,Rs 12.00
Brd Leaf Mustard,KG,Rs 35.00,Rs 40.00,Rs 38.00
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cress Leaf,KG,Rs 150.00,Rs 160.00,Rs 155.00
