commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 46.00
Tomato Small(Local),KG,Rs 10.00,Rs 15.00,Rs 12.00
Tomato Small(Tunnel),KG,Rs 10.00,Rs 15.00,Rs 12.50
Tomato Small(Indian),KG,Rs 15.00,Rs 20.00,Rs 17.50
Tomato Small(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Potato Red,KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Indian),KG,Rs 26.00,Rs 28.00,Rs 27.00
Potato White,KG,Rs 20.00,Rs 22.00,Rs 21.00
Onion Dry (Indian),KG,Rs 40.00,Rs 42.00,Rs 41.00
Carrot(Local),KG,Rs 18.00,Rs 22.00,Rs 20.00
Carrot(Terai),KG,Rs 12.00,Rs 16.00,Rs 14.25
Cabbage(Local),KG,Rs 15.00,Rs 20.00,Rs 18.00
Cabbage(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage,KG,Rs 15.00,Rs 20.00,Rs 17.50
Cauli Local,KG,Rs 20.00,Rs 30.00,Rs 25.00
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Terai,KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish Red,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 56.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 56.67
Green Peas,KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Rajma),KG,Rs 70.00,Rs 80.00,Rs 76.67
Sword Bean,KG,Rs 40.00,Rs 50.00,Rs 45.00
Bitter Gourd,KG,Rs 110.00,Rs 120.00,Rs 115.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),KG,Rs 25.00,Rs 30.00,Rs 27.50
Squash(Round),KG,Rs 25.00,Rs 30.00,Rs 27.50
Turnip,KG,Rs 50.00,Rs 60.00,Rs 56.67
Okara,KG,Rs 120.00,Rs 130.00,Rs 125.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 75.00
Barela,KG,Rs 50.00,Rs 60.00,Rs 56.67
Arum,KG,Rs 40.00,Rs 45.00,Rs 42.50
Christophine,KG,Rs 40.00,Rs 45.00,Rs 43.33
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 56.67
Spinach Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Cress Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Fenugreek Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Onion Green,KG,Rs 110.00,Rs 120.00,Rs 116.67
Bakula,KG,Rs 60.00,Rs 70.00,Rs 66.67
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 100.00,Rs 140.00,Rs 120.00
Mushroom(Button),KG,Rs 280.00,Rs 330.00,Rs 302.00
Asparagus,KG,Rs 0.00,Rs 0.00,Rs 0.00
Brocauli,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 250.00,Rs 300.00,Rs 275.00
Red Cabbbage,KG,Rs 70.00,Rs 80.00,Rs 76.67
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 56.67
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 56.67
