commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 90.00,Rs 100.00,Rs 95.00
Tomato Big(Indian),KG,Rs 110.00,Rs 120.00,Rs 115.00
Tomato Small(Local),KG,Rs 50.00,Rs 55.00,Rs 52.33
Tomato Small(Tunnel),KG,Rs 52.00,Rs 58.00,Rs 55.00
Potato Red,KG,Rs 45.00,Rs 52.00,Rs 48.33
Potato Red(Indian),KG,Rs 37.00,Rs 39.00,Rs 38.00
Potato Red(Mude),KG,Rs 40.00,Rs 41.00,Rs 40.67
Potato White,KG,Rs 39.00,Rs 41.00,Rs 40.00
Onion Dry (Indian),KG,Rs 40.00,Rs 41.00,Rs 40.33
Carrot(Local),KG,Rs 110.00,Rs 120.00,Rs 115.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cabbage(Terai),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 30.00,Rs 35.00,Rs 32.67
Cow pea(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cowpea(Short),KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Rajma),KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,KG,Rs 120.00,Rs 150.00,Rs 135.00
Soyabean Green,KG,Rs 150.00,Rs 160.00,Rs 155.00
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pointed Gourd(Local),KG,Rs 25.00,Rs 30.00,Rs 27.67
Pointed Gourd(Terai),KG,Rs 25.00,Rs 30.00,Rs 27.67
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.33
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sponge Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 32.67
Squash(Round),KG,Rs 20.00,Rs 30.00,Rs 25.00
Okara,KG,Rs 20.00,Rs 30.00,Rs 25.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brd Leaf Mustard,KG,Rs 60.00,Rs 70.00,Rs 65.00
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,KG,Rs 220.00,Rs 250.00,Rs 235.00
Mushroom(Kanya),KG,Rs 250.00,Rs 300.00,Rs 276.67
Mushroom(Button),KG,Rs 350.00,Rs 380.00,Rs 365.00
Asparagus,KG,Rs 200.00,Rs 220.00,Rs 210.00
Neuro,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brocauli,KG,Rs 100.00,Rs 120.00,Rs 110.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Drumstick,KG,Rs 220.00,Rs 250.00,Rs 235.00
Red Cabbbage,KG,Rs 100.00,Rs 120.00,Rs 110.00
Lettuce,KG,Rs 100.00,Rs 120.00,Rs 110.00
Celery,KG,Rs 200.00,Rs 250.00,Rs 225.00
Mint,KG,Rs 200.00,Rs 250.00,Rs 225.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 130.00,Rs 140.00,Rs 135.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 275.00
Banana,Per Dozen,Rs 120.00,Rs 150.00,Rs 135.00
Lime,KG,Rs 130.00,Rs 160.00,Rs 146.67
Pomegranate,KG,Rs 350.00,Rs 400.00,Rs 375.00
Mango(Maldah),KG,Rs 130.00,Rs 130.00,Rs 130.00
Mango(Dushari),KG,Rs 120.00,Rs 130.00,Rs 125.00
Grapes(Green),KG,Rs 280.00,Rs 300.00,Rs 290.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Orange,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mandarin,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 160.00,Rs 180.00,Rs 170.00
Cucumber(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cucumber(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 35.00
Jack Fruit,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pear(Chinese),KG,Rs 250.00,Rs 280.00,Rs 265.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Kiwi,KG,Rs 500.00,Rs 550.00,Rs 525.00
Avocado,KG,Rs 500.00,Rs 550.00,Rs 525.00
Ginger,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Dry,KG,Rs 370.00,Rs 380.00,Rs 375.00
Chilli Green,KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Green(Bullet),KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Machhe),KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Akbare),KG,Rs 100.00,Rs 120.00,Rs 110.00
Capsicum,KG,Rs 120.00,Rs 130.00,Rs 125.00
Garlic Green,KG,Rs 220.00,Rs 250.00,Rs 235.00
Coriander Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Garlic Dry Chinese,KG,Rs 140.00,Rs 160.00,Rs 148.33
Garlic Dry Nepali,KG,Rs 100.00,Rs 110.00,Rs 105.00
Clive Dry,KG,Rs 150.00,Rs 160.00,Rs 155.00
Fish Fresh(Rahu),KG,Rs 310.00,Rs 330.00,Rs 320.00
Fish Fresh(Bachuwa),KG,Rs 260.00,Rs 280.00,Rs 270.00
Fish Fresh(Chhadi),KG,Rs 230.00,Rs 250.00,Rs 240.00
Fish Fresh(Mungari),KG,Rs 260.00,Rs 280.00,Rs 270.00
