commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Local),KG,Rs 35.00,Rs 45.00,Rs 39.50
Tomato Small(Tunnel),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Indian),KG,Rs 45.00,Rs 55.00,Rs 49.50
Tomato Small(Terai),KG,Rs 45.00,Rs 55.00,Rs 49.50
Potato Red,KG,Rs 28.00,Rs 32.00,Rs 30.00
Potato Red(Indian),KG,Rs 28.00,Rs 32.00,Rs 30.00
Onion Dry (Indian),KG,Rs 62.00,Rs 68.00,Rs 65.00
Carrot(Local),KG,Rs 25.00,Rs 35.00,Rs 29.50
Carrot(Terai),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cabbage(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local(Jyapu),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Terai,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish Red,KG,Rs 10.00,Rs 15.00,Rs 12.33
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.33
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 17.67
Brinjal Long,KG,Rs 60.00,Rs 70.00,Rs 65.00
Brinjal Round,KG,Rs 70.00,Rs 80.00,Rs 75.00
Green Peas,KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Rajma),KG,Rs 100.00,Rs 120.00,Rs 110.00
Sword Bean,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bitter Gourd,KG,Rs 100.00,Rs 120.00,Rs 111.67
Bottle Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pointed Gourd(Terai),KG,Rs 250.00,Rs 260.00,Rs 255.00
Pumpkin,KG,Rs 45.00,Rs 55.00,Rs 50.00
Squash(Long),KG,Rs 70.00,Rs 80.00,Rs 75.00
Squash(Round),KG,Rs 70.00,Rs 80.00,Rs 75.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 110.00,Rs 120.00,Rs 115.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 75.00
Barela,KG,Rs 60.00,Rs 70.00,Rs 65.00
Arum,KG,Rs 70.00,Rs 80.00,Rs 75.00
Christophine,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 45.00
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cress Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Fenugreek Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Onion Green,KG,Rs 120.00,Rs 130.00,Rs 125.00
Bakula,KG,Rs 70.00,Rs 80.00,Rs 75.00
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 160.00,Rs 170.00,Rs 165.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 326.67
Asparagus,KG,"Rs 1,800.00","Rs 2,000.00","Rs 1,900.00"
Brocauli,KG,Rs 60.00,Rs 70.00,Rs 65.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Drumstick,KG,Rs 200.00,Rs 220.00,Rs 210.00
Red Cabbbage,KG,Rs 50.00,Rs 70.00,Rs 58.75
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 85.00
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 55.00
Celery,KG,Rs 150.00,Rs 160.00,Rs 155.00
Parseley,KG,Rs 350.00,Rs 400.00,Rs 375.00
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mint,KG,Rs 350.00,Rs 400.00,Rs 375.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 150.00,Rs 170.00,Rs 160.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Fuji),KG,Rs 320.00,Rs 350.00,Rs 335.00
Banana,Per Dozen,Rs 120.00,Rs 140.00,Rs 130.00
Lime,KG,Rs 200.00,Rs 250.00,Rs 225.00
Pomegranate,KG,Rs 250.00,Rs 300.00,Rs 275.00
Grapes(Green),KG,Rs 150.00,Rs 180.00,Rs 165.00
Grapes(Black),KG,Rs 250.00,Rs 280.00,Rs 265.00
Orange(Nepali),KG,Rs 120.00,Rs 140.00,Rs 130.00
Orange(Indian),KG,Rs 110.00,Rs 120.00,Rs 115.00
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 65.00
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mandarin,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 120.00,Rs 140.00,Rs 130.00
Cucumber(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Jack Fruit,KG,Rs 120.00,Rs 130.00,Rs 125.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 225.00,Rs 250.00,Rs 237.50
Papaya(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 90.00,Rs 100.00,Rs 95.00
Kinnow,KG,Rs 70.00,Rs 80.00,Rs 75.00
Strawberry,KG,Rs 350.00,Rs 400.00,Rs 375.00
Kiwi,KG,Rs 350.00,Rs 400.00,Rs 375.00
Sarifa,KG,Rs 80.00,Rs 90.00,Rs 85.00
Avocado,KG,Rs 300.00,Rs 350.00,Rs 325.00
Amla,KG,Rs 80.00,Rs 90.00,Rs 85.00
Ginger,KG,Rs 200.00,Rs 220.00,Rs 210.00
Chilli Dry,KG,Rs 480.00,Rs 500.00,Rs 490.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Bullet),KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Machhe),KG,Rs 90.00,Rs 100.00,Rs 95.00
Chilli Green(Akbare),KG,Rs 250.00,Rs 300.00,Rs 275.00
Capsicum,KG,Rs 100.00,Rs 120.00,Rs 110.00
Garlic Green,KG,Rs 110.00,Rs 150.00,Rs 126.67
Coriander Green,KG,Rs 110.00,Rs 120.00,Rs 115.00
Garlic Dry Chinese,KG,Rs 300.00,Rs 320.00,Rs 310.00
Garlic Dry Nepali,KG,Rs 310.00,Rs 320.00,Rs 315.00
Clive Dry,KG,Rs 280.00,Rs 300.00,Rs 290.00
Clive Green,KG,Rs 130.00,Rs 150.00,Rs 140.00
Fish Fresh(Rahu),KG,Rs 350.00,Rs 370.00,Rs 360.00
Fish Fresh(Bachuwa),KG,Rs 250.00,Rs 270.00,Rs 260.00
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 300.00,Rs 275.00
Fish Fresh(Mungari),KG,Rs 300.00,Rs 320.00,Rs 310.00
Tree Tomato,Kg,Rs 120.00,Rs 130.00,Rs 125.00
