commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 35.00,Rs 45.00,Rs 38.75
Tomato Small(Tunnel),KG,Rs 38.00,Rs 53.00,Rs 47.80
Tomato Small(Indian),KG,Rs 35.00,Rs 40.00,Rs 38.00
Potato Red,KG,Rs 55.00,Rs 58.00,Rs 56.40
Potato Red(Indian),KG,Rs 35.00,Rs 36.00,Rs 35.50
Potato Red(Mude),KG,Rs 50.00,Rs 52.00,Rs 51.00
Potato White,KG,Rs 46.00,Rs 48.00,Rs 47.00
Onion Dry (Indian),KG,Rs 70.00,Rs 74.00,Rs 72.00
Carrot(Local),KG,Rs 120.00,Rs 130.00,Rs 126.67
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cabbage(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cauli Local,KG,Rs 80.00,Rs 100.00,Rs 90.00
Raddish Red,KG,Rs 90.00,Rs 100.00,Rs 96.67
Raddish White(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
Raddish White(Hybrid),KG,Rs 110.00,Rs 120.00,Rs 115.00
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 56.00
Brinjal Round,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cow pea(Long),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 74.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 76.00
Sword Bean,KG,Rs 80.00,Rs 90.00,Rs 86.67
Soyabean Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Bitter Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Snake Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.00
Sponge Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 50.00,Rs 55.00,Rs 52.50
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Okara,KG,Rs 50.00,Rs 60.00,Rs 55.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 25.00,Rs 30.00,Rs 28.00
Brd Leaf Mustard,KG,Rs 120.00,Rs 130.00,Rs 126.67
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mushroom(Kanya),KG,Rs 180.00,Rs 230.00,Rs 198.00
Mushroom(Button),KG,Rs 280.00,Rs 330.00,Rs 306.00
Asparagus,KG,Rs 400.00,Rs 500.00,Rs 450.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 86.67
Brocauli,KG,Rs 250.00,Rs 300.00,Rs 275.00
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 85.00
Drumstick,KG,Rs 200.00,Rs 220.00,Rs 210.00
Red Cabbbage,KG,Rs 200.00,Rs 250.00,Rs 225.00
Lettuce,KG,Rs 200.00,Rs 250.00,Rs 225.00
Celery,KG,Rs 220.00,Rs 250.00,Rs 235.00
Parseley,KG,Rs 400.00,Rs 500.00,Rs 450.00
Mint,KG,Rs 400.00,Rs 500.00,Rs 450.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 110.00,Rs 120.00,Rs 116.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
