commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Local),KG,Rs 10.00,Rs 15.00,Rs 12.50
Potato Red,KG,Rs 56.00,Rs 60.00,Rs 58.40
Potato Red(Indian),KG,Rs 28.00,Rs 31.00,Rs 30.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.60
Potato White,KG,Rs 45.00,Rs 46.00,Rs 45.50
Onion Dry (Indian),KG,Rs 45.00,Rs 48.00,Rs 46.00
Carrot(Local),KG,Rs 130.00,Rs 140.00,Rs 135.00
Carrot(Terai),KG,Rs 110.00,Rs 120.00,Rs 116.67
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 70.00,Rs 90.00,Rs 82.00
Raddish Red,KG,Rs 30.00,Rs 40.00,Rs 36.67
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Raddish White(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 36.25
Brinjal Long,KG,Rs 30.00,Rs 40.00,Rs 33.33
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 96.67
Green Peas,KG,Rs 280.00,Rs 300.00,Rs 290.00
French Bean(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 150.00,Rs 170.00,Rs 160.00
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 76.67
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.67
Smooth Gourd,KG,Rs 60.00,Rs 80.00,Rs 72.50
Sponge Gourd,KG,Rs 70.00,Rs 80.00,Rs 76.67
Pumpkin,KG,Rs 35.00,Rs 45.00,Rs 40.00
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 56.67
Okara,KG,Rs 50.00,Rs 60.00,Rs 56.67
Arum,KG,Rs 50.00,Rs 60.00,Rs 56.67
Christophine,KG,Rs 18.00,Rs 24.00,Rs 20.67
Brd Leaf Mustard,KG,Rs 160.00,Rs 180.00,Rs 170.00
Spinach Leaf,KG,Rs 250.00,Rs 300.00,Rs 275.00
Cress Leaf,KG,Rs 150.00,Rs 160.00,Rs 155.00
Mustard Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Onion Green,KG,Rs 180.00,Rs 200.00,Rs 193.33
Mushroom(Kanya),KG,Rs 200.00,Rs 220.00,Rs 210.00
Mushroom(Button),KG,Rs 340.00,Rs 360.00,Rs 350.00
Asparagus,KG,Rs 999.99,Rs 999.99,Rs 999.99
Neuro,KG,Rs 100.00,Rs 120.00,Rs 110.00
Brocauli,KG,Rs 250.00,Rs 300.00,Rs 275.00
Sugarbeet,KG,Rs 90.00,Rs 100.00,Rs 95.00
Drumstick,KG,Rs 180.00,Rs 200.00,Rs 190.00
Red Cabbbage,KG,Rs 300.00,Rs 350.00,Rs 325.00
Lettuce,KG,Rs 250.00,Rs 300.00,Rs 275.00
Celery,KG,Rs 350.00,Rs 400.00,Rs 375.00
Mint,KG,Rs 350.00,Rs 400.00,Rs 375.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 93.33
Tofu,KG,Rs 90.00,Rs 100.00,Rs 93.33
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Fuji),KG,Rs 220.00,Rs 250.00,Rs 240.00
Banana,Per Dozen,Rs 120.00,Rs 130.00,Rs 126.67
Lime,KG,Rs 200.00,Rs 250.00,Rs 230.00
Pomegranate,KG,Rs 260.00,Rs 280.00,Rs 270.00
Orange(Indian),KG,Rs 120.00,Rs 140.00,Rs 130.00
Water Melon(Green),KG,Rs 40.00,Rs 50.00,Rs 46.67
Sweet Orange,KG,Rs 120.00,Rs 130.00,Rs 125.00
Pineapple,1 Pc,Rs 160.00,Rs 180.00,Rs 170.00
Cucumber(Local),KG,Rs 50.00,Rs 70.00,Rs 60.00
Cucumber(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Jack Fruit,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pear(Local),KG,Rs 60.00,Rs 70.00,Rs 66.67
Pear(Chinese),KG,Rs 220.00,Rs 230.00,Rs 225.00
Papaya(Indian),KG,Rs 100.00,Rs 110.00,Rs 105.00
Guava,KG,Rs 60.00,Rs 70.00,Rs 66.67
Mombin,KG,Rs 50.00,Rs 60.00,Rs 56.67
Kiwi,KG,Rs 600.00,Rs 700.00,Rs 650.00
Ginger,KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Dry,KG,Rs 300.00,Rs 320.00,Rs 305.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Green(Bullet),KG,Rs 110.00,Rs 120.00,Rs 116.67
Chilli Green(Machhe),KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Green(Akbare),KG,Rs 280.00,Rs 300.00,Rs 290.00
Capsicum,KG,Rs 70.00,Rs 80.00,Rs 76.00
Garlic Green,KG,Rs 280.00,Rs 300.00,Rs 293.33
Coriander Green,KG,Rs 350.00,Rs 400.00,Rs 383.33
Garlic Dry Chinese,KG,Rs 160.00,Rs 170.00,Rs 166.67
Clive Dry,KG,Rs 250.00,Rs 280.00,Rs 265.00
Clive Green,KG,Rs 350.00,Rs 400.00,Rs 375.00
Fish Fresh(Rahu),KG,Rs 280.00,Rs 290.00,Rs 285.00
Fish Fresh(Bachuwa),KG,Rs 225.00,Rs 235.00,Rs 230.00
Fish Fresh(Chhadi),KG,Rs 220.00,Rs 240.00,Rs 230.00
Fish Fresh(Mungari),KG,Rs 250.00,Rs 260.00,Rs 256.67
