commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Tomato Small(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Potato Red,KG,Rs 30.00,Rs 32.00,Rs 31.33
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Onion Dry (Indian),KG,Rs 32.00,Rs 34.00,Rs 33.00
Carrot(Local),KG,Rs 90.00,Rs 100.00,Rs 95.00
Cabbage(Local),KG,Rs 60.00,Rs 80.00,Rs 70.00
Cauli Local,KG,Rs 60.00,Rs 80.00,Rs 67.50
Cauli Local(Jyapu),KG,Rs 80.00,Rs 100.00,Rs 90.00
Raddish White(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Raddish White(Hybrid),KG,Rs 60.00,Rs 80.00,Rs 70.00
Cow pea(Long),KG,Rs 80.00,Rs 100.00,Rs 90.00
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Bitter Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Local),KG,Rs 100.00,Rs 110.00,Rs 105.00
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Smooth Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 46.67
Squash(Round),KG,Rs 20.00,Rs 30.00,Rs 25.00
Okara,KG,Rs 40.00,Rs 50.00,Rs 46.67
Brd Leaf Mustard,KG,Rs 100.00,Rs 120.00,Rs 110.00
Spinach Leaf,KG,Rs 160.00,Rs 180.00,Rs 170.00
Cress Leaf,KG,Rs 160.00,Rs 180.00,Rs 170.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fenugreek Leaf,KG,Rs 150.00,Rs 160.00,Rs 155.00
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mushroom(Kanya),KG,Rs 80.00,Rs 100.00,Rs 90.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 325.00
Asparagus,KG,Rs 300.00,Rs 500.00,Rs 400.00
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 85.00
Red Cabbbage,KG,Rs 40.00,Rs 50.00,Rs 45.00
Lettuce,KG,Rs 90.00,Rs 100.00,Rs 95.00
Knolkhol,KG,Rs 80.00,Rs 90.00,Rs 85.00
Celery,KG,Rs 400.00,Rs 500.00,Rs 450.00
Parseley,KG,Rs 400.00,Rs 500.00,Rs 450.00
Fennel Leaf,KG,Rs 150.00,Rs 160.00,Rs 155.00
Mint,KG,Rs 250.00,Rs 300.00,Rs 275.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 160.00,Rs 180.00,Rs 170.00
Bamboo Shoot,KG,Rs 110.00,Rs 120.00,Rs 115.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 275.00
Banana,Per Dozen,Rs 150.00,Rs 160.00,Rs 155.00
Lime,KG,Rs 300.00,Rs 350.00,Rs 325.00
Pomegranate,KG,Rs 300.00,Rs 400.00,Rs 350.00
Water Melon(Green),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cucumber(Local),KG,Rs 40.00,Rs 50.00,Rs 46.67
Jack Fruit,KG,Rs 70.00,Rs 80.00,Rs 76.67
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Kiwi,KG,Rs 450.00,Rs 500.00,Rs 475.00
Avocado,KG,Rs 450.00,Rs 500.00,Rs 475.00
Ginger,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Dry,KG,Rs 370.00,Rs 380.00,Rs 375.00
Chilli Green,KG,Rs 150.00,Rs 200.00,Rs 175.00
Chilli Green(Bullet),KG,Rs 150.00,Rs 200.00,Rs 175.00
Chilli Green(Machhe),KG,Rs 90.00,Rs 100.00,Rs 95.00
Garlic Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Coriander Green,KG,Rs 500.00,Rs 600.00,Rs 550.00
Garlic Dry Chinese,KG,Rs 160.00,Rs 180.00,Rs 170.00
Garlic Dry Nepali,KG,Rs 80.00,Rs 90.00,Rs 85.00
Clive Dry,KG,Rs 140.00,Rs 150.00,Rs 145.00
Fish Fresh(Rahu),KG,Rs 300.00,Rs 320.00,Rs 310.00
Fish Fresh(Bachuwa),KG,Rs 270.00,Rs 290.00,Rs 280.00
Fish Fresh(Mungari),KG,Rs 270.00,Rs 290.00,Rs 280.00
