commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 25.00,Rs 32.00,Rs 29.00
Tomato Small(Tunnel),KG,Rs 45.00,Rs 55.00,Rs 50.00
Tomato Small(Indian),KG,Rs 30.00,Rs 35.00,Rs 32.50
Potato Red,KG,Rs 55.00,Rs 60.00,Rs 57.50
Potato Red(Indian),KG,Rs 34.00,Rs 35.00,Rs 34.50
Potato White,KG,Rs 38.00,Rs 40.00,Rs 39.00
Onion Dry (Indian),KG,Rs 95.00,Rs 100.00,Rs 97.50
Carrot(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 46.67
Cauli Local,KG,Rs 20.00,Rs 30.00,Rs 25.00
Raddish Red,KG,Rs 25.00,Rs 30.00,Rs 27.50
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 17.50
Brinjal Long,KG,Rs 25.00,Rs 30.00,Rs 27.50
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 30.00,Rs 40.00,Rs 36.67
Cowpea(Short),KG,Rs 40.00,Rs 50.00,Rs 45.00
Green Peas,KG,Rs 180.00,Rs 200.00,Rs 190.00
French Bean(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
French Bean(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
French Bean(Rajma),KG,Rs 60.00,Rs 70.00,Rs 66.67
Sword Bean,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pointed Gourd(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Pumpkin,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 10.00,Rs 20.00,Rs 15.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 25.00,Rs 30.00,Rs 28.33
Brd Leaf Mustard,KG,Rs 30.00,Rs 40.00,Rs 35.00
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cress Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Fenugreek Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Onion Green,KG,Rs 150.00,Rs 200.00,Rs 175.00
Mushroom(Kanya),KG,Rs 70.00,Rs 90.00,Rs 80.00
Mushroom(Button),KG,Rs 350.00,Rs 400.00,Rs 375.00
Asparagus,KG,"Rs 1,000.00","Rs 1,200.00","Rs 1,100.00"
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 55.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 120.00,Rs 130.00,Rs 126.67
Apple(Jholey),KG,Rs 180.00,Rs 200.00,Rs 190.00
Apple(Fuji),KG,Rs 320.00,Rs 350.00,Rs 335.00
Banana,Per Dozen,Rs 160.00,Rs 170.00,Rs 165.00
Lime,KG,Rs 120.00,Rs 140.00,Rs 130.00
Pomegranate,KG,Rs 450.00,Rs 500.00,Rs 475.00
Orange(Nepali),KG,Rs 80.00,Rs 90.00,Rs 86.67
Orange(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 66.67
Sweet Orange,KG,Rs 150.00,Rs 180.00,Rs 165.00
Mandarin,KG,Rs 250.00,Rs 280.00,Rs 265.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cucumber(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 18.33
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Mombin,KG,Rs 60.00,Rs 70.00,Rs 65.00
Strawberry,KG,Rs 600.00,Rs 700.00,Rs 650.00
Kiwi,KG,Rs 150.00,Rs 200.00,Rs 175.00
Avocado,KG,Rs 200.00,Rs 300.00,Rs 250.00
Amla,KG,Rs 60.00,Rs 70.00,Rs 65.00
Ginger,KG,Rs 150.00,Rs 160.00,Rs 156.67
Chilli Dry,KG,Rs 450.00,Rs 500.00,Rs 475.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Bullet),KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Machhe),KG,Rs 100.00,Rs 120.00,Rs 110.00
Chilli Green(Akbare),KG,Rs 150.00,Rs 200.00,Rs 175.00
Capsicum,KG,Rs 70.00,Rs 80.00,Rs 76.67
Garlic Green,KG,Rs 250.00,Rs 300.00,Rs 275.00
Coriander Green,KG,Rs 150.00,Rs 180.00,Rs 170.00
Garlic Dry Chinese,KG,Rs 260.00,Rs 280.00,Rs 273.33
Garlic Dry Nepali,KG,Rs 280.00,Rs 300.00,Rs 290.00
Fish Fresh(Rahu),KG,Rs 400.00,Rs 450.00,Rs 425.00
Fish Fresh(Bachuwa),KG,Rs 300.00,Rs 350.00,Rs 325.00
Fish Fresh(Chhadi),KG,Rs 300.00,Rs 350.00,Rs 325.00
Fish Fresh(Mungari),KG,Rs 300.00,Rs 350.00,Rs 325.00
Tree Tomato,Kg,Rs 100.00,Rs 120.00,Rs 110.00
