commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 10.00,Rs 15.00,Rs 12.50
Tomato Small(Tunnel),KG,Rs 15.00,Rs 20.00,Rs 17.50
Tomato Small(Indian),KG,Rs 15.00,Rs 20.00,Rs 17.50
Tomato Small(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Potato Red,KG,Rs 26.00,Rs 28.00,Rs 27.00
Potato Red(Indian),KG,Rs 24.00,Rs 26.00,Rs 25.00
Onion Dry (Indian),KG,Rs 80.00,Rs 85.00,Rs 82.50
Carrot(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Carrot(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage(Local),KG,Rs 15.00,Rs 20.00,Rs 17.60
Cabbage(Terai),KG,Rs 10.00,Rs 15.00,Rs 12.33
Cabbage,KG,Rs 12.00,Rs 16.00,Rs 14.00
Cauli Local,KG,Rs 25.00,Rs 35.00,Rs 30.00
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Terai,KG,Rs 20.00,Rs 25.00,Rs 22.50
Raddish Red,KG,Rs 70.00,Rs 80.00,Rs 75.00
Raddish White(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Raddish White(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Green Peas,KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sword Bean,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bitter Gourd,KG,Rs 140.00,Rs 160.00,Rs 150.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 32.50
Squash(Long),KG,Rs 20.00,Rs 25.00,Rs 22.50
Squash(Round),KG,Rs 20.00,Rs 25.00,Rs 22.50
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 100.00,Rs 110.00,Rs 105.00
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 65.00
Barela,KG,Rs 35.00,Rs 45.00,Rs 40.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 47.50
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 30.00,Rs 40.00,Rs 36.67
Spinach Leaf,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cress Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mustard Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.33
Fenugreek Leaf,KG,Rs 30.00,Rs 40.00,Rs 36.67
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Bakula,KG,Rs 110.00,Rs 120.00,Rs 115.00
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 120.00,Rs 130.00,Rs 125.00
Mushroom(Button),KG,Rs 250.00,Rs 280.00,Rs 264.00
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 140.00,Rs 150.00,Rs 145.00
Lettuce,KG,Rs 70.00,Rs 80.00,Rs 76.67
Knolkhol,KG,Rs 80.00,Rs 90.00,Rs 86.67
Celery,KG,Rs 150.00,Rs 160.00,Rs 156.67
Parseley,KG,Rs 280.00,Rs 300.00,Rs 290.00
Fennel Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Mint,KG,Rs 180.00,Rs 200.00,Rs 190.00
