commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 55.00
Potato Red,KG,Rs 50.00,Rs 55.00,Rs 51.80
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.33
Onion Dry (Indian),KG,Rs 45.00,Rs 48.00,Rs 46.40
Carrot(Local),KG,Rs 150.00,Rs 160.00,Rs 156.67
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 18.25
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 27.40
Brinjal Long,KG,Rs 15.00,Rs 20.00,Rs 18.00
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cow pea(Long),KG,Rs 20.00,Rs 30.00,Rs 24.25
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 34.00
Sword Bean,KG,Rs 150.00,Rs 170.00,Rs 160.00
Soyabean Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Bitter Gourd,KG,Rs 15.00,Rs 25.00,Rs 20.00
Bottle Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Snake Gourd,KG,Rs 20.00,Rs 30.00,Rs 24.75
Smooth Gourd,KG,Rs 15.00,Rs 25.00,Rs 20.00
Sponge Gourd,KG,Rs 30.00,Rs 35.00,Rs 32.50
Pumpkin,KG,Rs 40.00,Rs 45.00,Rs 43.33
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 36.67
Okara,KG,Rs 20.00,Rs 25.00,Rs 22.40
Arum,KG,Rs 60.00,Rs 70.00,Rs 66.67
Christophine,KG,Rs 20.00,Rs 28.00,Rs 24.33
Brd Leaf Mustard,KG,Rs 70.00,Rs 80.00,Rs 76.67
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mushroom(Kanya),KG,Rs 180.00,Rs 200.00,Rs 186.00
Mushroom(Button),KG,Rs 400.00,Rs 450.00,Rs 425.00
Asparagus,KG,Rs 900.00,Rs 999.99,Rs 950.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 86.67
Brocauli,KG,Rs 150.00,Rs 180.00,Rs 163.33
Sugarbeet,KG,Rs 100.00,Rs 110.00,Rs 105.00
Red Cabbbage,KG,Rs 250.00,Rs 300.00,Rs 275.00
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 86.67
Celery,KG,Rs 350.00,Rs 400.00,Rs 375.00
Mint,KG,Rs 250.00,Rs 300.00,Rs 275.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 90.00,Rs 100.00,Rs 95.00
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Fuji),KG,Rs 220.00,Rs 230.00,Rs 225.00
Banana,Per Dozen,Rs 100.00,Rs 110.00,Rs 105.00
Lime,KG,Rs 120.00,Rs 130.00,Rs 126.67
Pomegranate,KG,Rs 250.00,Rs 300.00,Rs 275.00
Water Melon(Green),KG,Rs 80.00,Rs 90.00,Rs 85.00
Pineapple,1 Pc,Rs 140.00,Rs 150.00,Rs 145.00
Cucumber(Local),KG,Rs 25.00,Rs 35.00,Rs 28.75
Cucumber(Hybrid),KG,Rs 10.00,Rs 15.00,Rs 13.33
Jack Fruit,KG,Rs 30.00,Rs 40.00,Rs 36.67
Pear(Local),KG,Rs 50.00,Rs 60.00,Rs 56.67
Pear(Chinese),KG,Rs 220.00,Rs 230.00,Rs 225.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Kiwi,KG,Rs 700.00,Rs 800.00,Rs 750.00
Ginger,KG,Rs 70.00,Rs 80.00,Rs 74.40
Chilli Dry,KG,Rs 300.00,Rs 320.00,Rs 313.00
Chilli Green,KG,Rs 70.00,Rs 80.00,Rs 75.60
Chilli Green(Bullet),KG,Rs 100.00,Rs 120.00,Rs 110.00
Chilli Green(Machhe),KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Akbare),KG,Rs 280.00,Rs 300.00,Rs 290.00
Capsicum,KG,Rs 70.00,Rs 80.00,Rs 74.40
Garlic Green,KG,Rs 140.00,Rs 150.00,Rs 146.67
Coriander Green,KG,Rs 250.00,Rs 300.00,Rs 275.00
Garlic Dry Chinese,KG,Rs 200.00,Rs 210.00,Rs 205.60
Garlic Dry Nepali,KG,Rs 150.00,Rs 160.00,Rs 153.50
Clive Dry,KG,Rs 280.00,Rs 300.00,Rs 290.00
Clive Green,KG,Rs 180.00,Rs 300.00,Rs 240.00
Fish Fresh(Rahu),KG,Rs 270.00,Rs 280.00,Rs 275.00
Fish Fresh(Bachuwa),KG,Rs 225.00,Rs 235.00,Rs 230.00
Fish Fresh(Chhadi),KG,Rs 210.00,Rs 230.00,Rs 220.00
Fish Fresh(Mungari),KG,Rs 260.00,Rs 270.00,Rs 265.00
