commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 55.00,Rs 65.00,Rs 60.00
Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 35.00,Rs 40.00,Rs 37.50
Tomato Small(Tunnel),KG,Rs 37.00,Rs 42.00,Rs 39.40
Potato Red,KG,Rs 78.00,Rs 80.00,Rs 79.00
Potato Red(Indian),KG,Rs 37.00,Rs 38.00,Rs 37.67
Potato Red(Mude),KG,Rs 65.00,Rs 67.00,Rs 66.00
Potato White,KG,Rs 52.00,Rs 53.00,Rs 52.50
Onion Dry (Indian),KG,Rs 40.00,Rs 41.00,Rs 40.50
Carrot(Local),KG,Rs 130.00,Rs 140.00,Rs 135.00
Carrot(Terai),KG,Rs 140.00,Rs 150.00,Rs 145.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 80.00,Rs 90.00,Rs 85.00
Cauli Local(Jyapu),KG,Rs 90.00,Rs 100.00,Rs 96.67
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 66.67
French Bean(Rajma),KG,Rs 200.00,Rs 220.00,Rs 210.00
Sword Bean,KG,Rs 120.00,Rs 130.00,Rs 126.67
Soyabean Green,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bitter Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Sponge Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Pumpkin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 46.67
Turnip,KG,Rs 80.00,Rs 90.00,Rs 85.00
Okara,KG,Rs 60.00,Rs 70.00,Rs 66.67
Barela,KG,Rs 120.00,Rs 130.00,Rs 125.00
