commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 90.00,Rs 100.00,Rs 96.67
Tomato Big(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Tomato Small(Local),KG,Rs 45.00,Rs 55.00,Rs 50.00
Tomato Small(Tunnel),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Indian),KG,Rs 45.00,Rs 50.00,Rs 48.33
Potato Red,KG,Rs 55.00,Rs 58.00,Rs 56.50
Potato Red(Indian),KG,Rs 26.00,Rs 28.00,Rs 27.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.50
Potato White,KG,Rs 42.00,Rs 44.00,Rs 43.00
Onion Dry (Indian),KG,Rs 65.00,Rs 68.00,Rs 66.80
Carrot(Local),KG,Rs 120.00,Rs 130.00,Rs 125.00
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Cabbage(Local),KG,Rs 10.00,Rs 20.00,Rs 15.00
Cauli Local,KG,Rs 70.00,Rs 90.00,Rs 78.00
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Local),KG,Rs 25.00,Rs 30.00,Rs 27.50
Raddish White(Hybrid),KG,Rs 30.00,Rs 35.00,Rs 33.33
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 26.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 56.67
Cow pea(Long),KG,Rs 100.00,Rs 120.00,Rs 108.00
Cowpea(Short),KG,Rs 110.00,Rs 120.00,Rs 115.00
Green Peas,KG,Rs 280.00,Rs 300.00,Rs 290.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Rajma),KG,Rs 150.00,Rs 180.00,Rs 165.00
Sword Bean,KG,Rs 120.00,Rs 140.00,Rs 130.00
Soyabean Green,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bitter Gourd,KG,Rs 90.00,Rs 100.00,Rs 96.67
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.67
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 46.67
Smooth Gourd,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sponge Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.33
Squash(Round),KG,Rs 20.00,Rs 30.00,Rs 26.67
Turnip,KG,Rs 90.00,Rs 100.00,Rs 96.67
Okara,KG,Rs 40.00,Rs 50.00,Rs 44.00
Sweet Potato,KG,Rs 80.00,Rs 90.00,Rs 85.00
Barela,KG,Rs 90.00,Rs 100.00,Rs 96.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,KG,Rs 10.00,Rs 20.00,Rs 14.00
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 95.00
Spinach Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Cress Leaf,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 36.67
Fenugreek Leaf,KG,Rs 220.00,Rs 250.00,Rs 235.00
Onion Green,KG,Rs 150.00,Rs 180.00,Rs 165.00
Mushroom(Kanya),KG,Rs 220.00,Rs 250.00,Rs 240.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 324.00
Asparagus,KG,Rs 800.00,Rs 999.99,Rs 900.00
Neuro,KG,Rs 120.00,Rs 150.00,Rs 135.00
Brocauli,KG,Rs 200.00,Rs 250.00,Rs 233.33
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 86.67
Red Cabbbage,KG,Rs 250.00,Rs 300.00,Rs 283.33
Lettuce,KG,Rs 550.00,Rs 600.00,Rs 583.33
Celery,KG,Rs 350.00,Rs 400.00,Rs 383.33
Fennel Leaf,KG,Rs 220.00,Rs 250.00,Rs 240.00
Mint,KG,Rs 700.00,Rs 800.00,Rs 750.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 143.33
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 93.33
Tofu,KG,Rs 90.00,Rs 100.00,Rs 93.33
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Jholey),KG,Rs 140.00,Rs 150.00,Rs 146.67
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 293.33
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 95.00
