commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 70.00,Rs 80.00,Rs 76.67
Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 76.67
Tomato Small(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Tomato Small(Indian),KG,Rs 28.00,Rs 35.00,Rs 31.20
Tomato Small(Terai),KG,Rs 30.00,Rs 38.00,Rs 34.40
Potato Red,KG,Rs 28.00,Rs 32.00,Rs 30.40
Potato Red(Indian),KG,Rs 22.00,Rs 26.00,Rs 24.40
Potato White,KG,Rs 20.00,Rs 22.00,Rs 21.00
Onion Dry (Indian),KG,Rs 54.00,Rs 56.00,Rs 55.00
Carrot(Local),KG,Rs 30.00,Rs 40.00,Rs 34.00
Carrot(Terai),KG,Rs 25.00,Rs 35.00,Rs 30.00
Cabbage(Local),KG,Rs 12.00,Rs 18.00,Rs 15.25
Cabbage(Terai),KG,Rs 12.00,Rs 16.00,Rs 14.00
Cauli Local,KG,Rs 40.00,Rs 60.00,Rs 50.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 80.00,Rs 70.00
Raddish Red,KG,Rs 50.00,Rs 60.00,Rs 56.67
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.40
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 17.50
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 80.00,Rs 100.00,Rs 90.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 100.00,Rs 120.00,Rs 113.33
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pumpkin,KG,Rs 20.00,Rs 30.00,Rs 26.00
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.00
Turnip,KG,Rs 50.00,Rs 60.00,Rs 56.67
Okara,KG,Rs 110.00,Rs 120.00,Rs 116.67
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 50.00,Rs 70.00,Rs 60.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brd Leaf Mustard,KG,Rs 15.00,Rs 20.00,Rs 18.33
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Cress Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 36.67
Fenugreek Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Bakula,KG,Rs 70.00,Rs 80.00,Rs 76.67
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
