commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Big(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Tomato Small(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Terai),KG,Rs 40.00,Rs 50.00,Rs 45.00
Potato Red,KG,Rs 28.00,Rs 30.00,Rs 29.25
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 28.75
Onion Dry (Indian),KG,Rs 60.00,Rs 65.00,Rs 61.75
Carrot(Local),KG,Rs 25.00,Rs 30.00,Rs 27.75
Carrot(Terai),KG,Rs 20.00,Rs 25.00,Rs 22.33
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage,KG,Rs 20.00,Rs 28.00,Rs 23.75
Cauli Local,KG,Rs 20.00,Rs 30.00,Rs 25.75
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 33.75
Cauli Terai,KG,Rs 20.00,Rs 25.00,Rs 22.33
Raddish Red,KG,Rs 10.00,Rs 15.00,Rs 12.00
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 13.00
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 17.75
Brinjal Long,KG,Rs 60.00,Rs 70.00,Rs 63.75
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 63.75
Green Peas,KG,Rs 80.00,Rs 90.00,Rs 83.75
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 73.75
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Rajma),KG,Rs 100.00,Rs 110.00,Rs 103.75
Sword Bean,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bitter Gourd,KG,Rs 100.00,Rs 120.00,Rs 108.75
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 53.75
Pumpkin,KG,Rs 45.00,Rs 55.00,Rs 50.00
Squash(Long),KG,Rs 60.00,Rs 70.00,Rs 63.75
Squash(Round),KG,Rs 70.00,Rs 80.00,Rs 73.75
Turnip,KG,Rs 70.00,Rs 80.00,Rs 73.75
Okara,KG,Rs 100.00,Rs 120.00,Rs 108.75
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 66.25
Barela,KG,Rs 50.00,Rs 60.00,Rs 55.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 63.75
Christophine,KG,Rs 40.00,Rs 50.00,Rs 43.75
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 45.00
Spinach Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cress Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Fenugreek Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Onion Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bakula,KG,Rs 60.00,Rs 70.00,Rs 63.75
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 130.00,Rs 180.00,Rs 150.00
Mushroom(Button),KG,Rs 280.00,Rs 300.00,Rs 290.00
Brocauli,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Drumstick,KG,Rs 200.00,Rs 220.00,Rs 210.00
Red Cabbbage,KG,Rs 50.00,Rs 60.00,Rs 55.00
Lettuce,KG,Rs 70.00,Rs 80.00,Rs 75.00
Knolkhol,KG,Rs 40.00,Rs 50.00,Rs 45.00
Celery,KG,Rs 100.00,Rs 120.00,Rs 110.00
Parseley,KG,Rs 200.00,Rs 250.00,Rs 223.33
Fennel Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mint,KG,Rs 450.00,Rs 500.00,Rs 476.67
Turnip A,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 140.00,Rs 180.00,Rs 156.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Fuji),KG,Rs 300.00,Rs 350.00,Rs 326.67
Banana,Per Dozen,Rs 120.00,Rs 150.00,Rs 133.33
Lime,KG,Rs 220.00,Rs 250.00,Rs 233.33
Pomegranate,KG,Rs 250.00,Rs 260.00,Rs 255.00
Grapes(Green),KG,Rs 100.00,Rs 150.00,Rs 126.67
Grapes(Black),KG,Rs 200.00,Rs 250.00,Rs 226.67
Orange(Nepali),KG,Rs 130.00,Rs 150.00,Rs 140.00
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 65.00
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mandarin,KG,Rs 220.00,Rs 250.00,Rs 233.33
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 163.33
Cucumber(Local),KG,Rs 130.00,Rs 150.00,Rs 140.00
Cucumber(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Jack Fruit,KG,Rs 90.00,Rs 100.00,Rs 95.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 233.33
Papaya(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Guava,KG,Rs 120.00,Rs 150.00,Rs 133.33
Mombin,KG,Rs 90.00,Rs 100.00,Rs 95.00
Kinnow,KG,Rs 80.00,Rs 90.00,Rs 85.00
Strawberry,KG,Rs 300.00,Rs 400.00,Rs 350.00
Kiwi,KG,Rs 300.00,Rs 400.00,Rs 350.00
Avocado,KG,Rs 300.00,Rs 350.00,Rs 326.67
Amla,KG,Rs 80.00,Rs 90.00,Rs 85.00
Ginger,KG,Rs 220.00,Rs 250.00,Rs 235.00
Chilli Dry,KG,Rs 450.00,Rs 480.00,Rs 466.67
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 63.75
Chilli Green(Bullet),KG,Rs 60.00,Rs 70.00,Rs 63.75
Chilli Green(Machhe),KG,Rs 70.00,Rs 80.00,Rs 73.75
Capsicum,KG,Rs 90.00,Rs 100.00,Rs 93.75
Garlic Green,KG,Rs 120.00,Rs 150.00,Rs 135.00
Coriander Green,KG,Rs 90.00,Rs 100.00,Rs 93.75
Garlic Dry Chinese,KG,Rs 320.00,Rs 350.00,Rs 333.33
Clive Dry,KG,Rs 250.00,Rs 280.00,Rs 265.00
Clive Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Fish Fresh(Rahu),KG,Rs 350.00,Rs 370.00,Rs 360.00
Fish Fresh(Bachuwa),KG,Rs 250.00,Rs 270.00,Rs 260.00
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 300.00,Rs 276.67
Fish Fresh(Mungari),KG,Rs 310.00,Rs 320.00,Rs 315.00
Tree Tomato,Kg,Rs 100.00,Rs 120.00,Rs 110.00
