commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Local),KG,Rs 30.00,Rs 35.00,Rs 32.50
Tomato Small(Indian),KG,Rs 35.00,Rs 45.00,Rs 40.00
Tomato Small(Terai),KG,Rs 35.00,Rs 45.00,Rs 40.00
Potato Red,KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Onion Dry (Indian),KG,Rs 70.00,Rs 75.00,Rs 72.50
Carrot(Local),KG,Rs 35.00,Rs 40.00,Rs 38.00
Carrot(Terai),KG,Rs 25.00,Rs 30.00,Rs 28.33
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage,KG,Rs 25.00,Rs 35.00,Rs 30.00
Cauli Local,KG,Rs 45.00,Rs 55.00,Rs 50.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cauli Terai,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish Red,KG,Rs 15.00,Rs 20.00,Rs 18.33
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 20.00,Rs 25.00,Rs 22.50
Brinjal Long,KG,Rs 70.00,Rs 80.00,Rs 76.67
Green Peas,KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Rajma),KG,Rs 120.00,Rs 130.00,Rs 126.67
Sword Bean,KG,Rs 70.00,Rs 80.00,Rs 76.67
Bitter Gourd,KG,Rs 120.00,Rs 140.00,Rs 127.50
Pointed Gourd(Terai),KG,Rs 250.00,Rs 260.00,Rs 255.00
Pumpkin,KG,Rs 45.00,Rs 55.00,Rs 50.00
Squash(Long),KG,Rs 70.00,Rs 80.00,Rs 75.00
Squash(Round),KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,KG,Rs 120.00,Rs 130.00,Rs 125.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 60.00,Rs 70.00,Rs 65.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 66.67
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 43.33
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Cress Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Fenugreek Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Onion Green,KG,Rs 120.00,Rs 130.00,Rs 126.67
Bakula,KG,Rs 70.00,Rs 80.00,Rs 76.67
Yam,KG,Rs 60.00,Rs 70.00,Rs 66.67
Mushroom(Kanya),KG,Rs 160.00,Rs 200.00,Rs 180.00
Mushroom(Button),KG,Rs 400.00,Rs 450.00,Rs 425.00
Asparagus,KG,"Rs 1,800.00","Rs 2,000.00","Rs 1,900.00"
Brocauli,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Red Cabbbage,KG,Rs 60.00,Rs 80.00,Rs 70.00
Lettuce,KG,Rs 80.00,Rs 90.00,Rs 86.67
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,KG,Rs 80.00,Rs 100.00,Rs 90.00
Parseley,KG,Rs 220.00,Rs 250.00,Rs 235.00
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mint,KG,Rs 300.00,Rs 320.00,Rs 310.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 150.00,Rs 170.00,Rs 160.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Fuji),KG,Rs 300.00,Rs 350.00,Rs 325.00
Banana,Per Dozen,Rs 120.00,Rs 140.00,Rs 130.00
Lime,KG,Rs 170.00,Rs 200.00,Rs 188.00
Pomegranate,KG,Rs 280.00,Rs 300.00,Rs 290.00
Grapes(Green),KG,Rs 150.00,Rs 180.00,Rs 165.00
Grapes(Black),KG,Rs 250.00,Rs 280.00,Rs 265.00
Orange(Nepali),KG,Rs 120.00,Rs 140.00,Rs 130.00
Orange(Indian),KG,Rs 110.00,Rs 120.00,Rs 115.00
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 66.67
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mandarin,KG,Rs 250.00,Rs 260.00,Rs 255.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 120.00,Rs 140.00,Rs 130.00
Cucumber(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Jack Fruit,KG,Rs 120.00,Rs 140.00,Rs 130.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 250.00,Rs 280.00,Rs 265.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 80.00,Rs 90.00,Rs 85.00
Kinnow,KG,Rs 80.00,Rs 90.00,Rs 83.33
Strawberry,KG,Rs 300.00,Rs 350.00,Rs 325.00
Kiwi,KG,Rs 350.00,Rs 400.00,Rs 375.00
Avocado,KG,Rs 300.00,Rs 350.00,Rs 325.00
Amla,KG,Rs 80.00,Rs 90.00,Rs 85.00
Ginger,KG,Rs 180.00,Rs 200.00,Rs 190.00
Chilli Dry,KG,Rs 480.00,Rs 500.00,Rs 490.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 66.00
Chilli Green(Bullet),KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Machhe),KG,Rs 60.00,Rs 80.00,Rs 70.00
Capsicum,KG,Rs 80.00,Rs 90.00,Rs 85.00
Garlic Green,KG,Rs 120.00,Rs 140.00,Rs 130.00
Coriander Green,KG,Rs 120.00,Rs 150.00,Rs 135.00
Garlic Dry Chinese,KG,Rs 250.00,Rs 270.00,Rs 260.00
Garlic Dry Nepali,KG,Rs 280.00,Rs 300.00,Rs 290.00
Clive Dry,KG,Rs 280.00,Rs 300.00,Rs 290.00
Clive Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Fish Fresh(Rahu),KG,Rs 350.00,Rs 370.00,Rs 360.00
Fish Fresh(Bachuwa),KG,Rs 260.00,Rs 280.00,Rs 270.00
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 280.00,Rs 260.00
Fish Fresh(Mungari),KG,Rs 300.00,Rs 320.00,Rs 310.00
Tree Tomato,Kg,Rs 120.00,Rs 130.00,Rs 125.00
