commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 110.00,Rs 120.00,Rs 115.00
Tomato Big(Indian),KG,Rs 110.00,Rs 120.00,Rs 115.00
Tomato Small(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Tunnel),KG,Rs 75.00,Rs 85.00,Rs 80.00
Tomato Small(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Potato Red,KG,Rs 60.00,Rs 66.00,Rs 63.00
Potato Red(Indian),KG,Rs 38.00,Rs 42.00,Rs 40.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.67
Potato White,KG,Rs 48.00,Rs 50.00,Rs 49.00
Onion Dry (Indian),KG,Rs 52.00,Rs 55.00,Rs 53.33
Carrot(Local),KG,Rs 110.00,Rs 120.00,Rs 115.00
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cabbage(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cauli Local,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local(Jyapu),KG,Rs 80.00,Rs 90.00,Rs 85.00
Raddish Red,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Raddish White(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
Green Peas,KG,Rs 140.00,Rs 150.00,Rs 145.00
French Bean(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Hybrid),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Rajma),KG,Rs 110.00,Rs 120.00,Rs 115.00
Sword Bean,KG,Rs 100.00,Rs 120.00,Rs 111.67
Bitter Gourd,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 75.00
Snake Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Smooth Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pumpkin,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Round),KG,Rs 25.00,Rs 35.00,Rs 30.00
Turnip,KG,Rs 60.00,Rs 70.00,Rs 65.00
Okara,KG,Rs 100.00,Rs 120.00,Rs 110.00
Sweet Potato,KG,Rs 40.00,Rs 50.00,Rs 45.00
Barela,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 15.00,Rs 20.00,Rs 17.67
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 55.00
Spinach Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Cress Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fenugreek Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Onion Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bakula,KG,Rs 110.00,Rs 120.00,Rs 115.00
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 180.00,Rs 200.00,Rs 190.00
Mushroom(Button),KG,Rs 280.00,Rs 300.00,Rs 290.00
Asparagus,KG,Rs 999.99,Rs 999.99,Rs 999.99
Brocauli,KG,Rs 100.00,Rs 110.00,Rs 105.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 120.00,Rs 150.00,Rs 135.00
Lettuce,KG,Rs 70.00,Rs 80.00,Rs 75.00
Celery,KG,Rs 250.00,Rs 300.00,Rs 275.00
Fennel Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mint,KG,Rs 500.00,Rs 600.00,Rs 550.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tofu,KG,Rs 90.00,Rs 100.00,Rs 95.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Jholey),KG,Rs 200.00,Rs 220.00,Rs 210.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 95.00
Lime,KG,Rs 100.00,Rs 120.00,Rs 110.00
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 325.00
Grapes(Green),KG,Rs 250.00,Rs 300.00,Rs 275.00
Orange(Nepali),KG,Rs 80.00,Rs 90.00,Rs 85.00
Orange(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Water Melon(Green),KG,Rs 100.00,Rs 120.00,Rs 110.00
Sweet Orange,KG,Rs 120.00,Rs 140.00,Rs 130.00
Mandarin,KG,Rs 320.00,Rs 350.00,Rs 335.00
Pineapple,1 Pc,Rs 120.00,Rs 140.00,Rs 130.00
Cucumber(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cucumber(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Nepali),KG,Rs 80.00,Rs 90.00,Rs 85.00
Papaya(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 90.00,Rs 100.00,Rs 95.00
Strawberry,KG,Rs 550.00,Rs 600.00,Rs 575.00
Kiwi,KG,Rs 250.00,Rs 300.00,Rs 275.00
Sarifa,KG,Rs 100.00,Rs 120.00,Rs 110.00
Avocado,KG,Rs 250.00,Rs 300.00,Rs 275.00
Amla,KG,Rs 80.00,Rs 90.00,Rs 85.00
Ginger,KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Dry,KG,Rs 300.00,Rs 310.00,Rs 305.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Bullet),KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Machhe),KG,Rs 80.00,Rs 90.00,Rs 85.00
Chilli Green(Akbare),KG,Rs 90.00,Rs 100.00,Rs 95.00
Capsicum,KG,Rs 100.00,Rs 120.00,Rs 110.00
Garlic Green,KG,Rs 150.00,Rs 160.00,Rs 155.00
Coriander Green,KG,Rs 150.00,Rs 180.00,Rs 163.33
Garlic Dry Chinese,KG,Rs 220.00,Rs 230.00,Rs 225.00
