commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Tomato Small(Tunnel),KG,Rs 30.00,Rs 40.00,Rs 35.00
Tomato Small(Indian),KG,Rs 20.00,Rs 25.00,Rs 22.50
Tomato Small(Terai),KG,Rs 20.00,Rs 20.00,Rs 20.00
Potato Red,KG,Rs 35.00,Rs 40.00,Rs 37.50
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.33
Potato White,KG,Rs 26.00,Rs 30.00,Rs 28.00
Onion Dry (Indian),KG,Rs 40.00,Rs 42.00,Rs 41.20
Carrot(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cabbage(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cauli Local,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish Red,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.50
Raddish White(Hybrid),KG,Rs 10.00,Rs 15.00,Rs 12.50
Brinjal Long,KG,Rs 25.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 20.00,Rs 30.00,Rs 25.00
Cow pea(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 75.00
Green Peas,KG,Rs 140.00,Rs 150.00,Rs 140.00
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Rajma),KG,Rs 60.00,Rs 70.00,Rs 65.00
Soyabean Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Bitter Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.50
Bottle Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Snake Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sponge Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 32.50
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.00
Okara,KG,Rs 20.00,Rs 25.00,Rs 22.50
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 65.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 20.00,Rs 30.00,Rs 26.67
Spinach Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Cress Leaf,KG,Rs 30.00,Rs 40.00,Rs 36.67
Mustard Leaf,KG,Rs 20.00,Rs 30.00,Rs 25.00
Fenugreek Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mushroom(Kanya),KG,Rs 150.00,Rs 180.00,Rs 165.00
Mushroom(Button),KG,Rs 250.00,Rs 280.00,Rs 265.00
Asparagus,KG,Rs 800.00,Rs 900.00,Rs 850.00
Neuro,KG,Rs 70.00,Rs 80.00,Rs 75.00
Brocauli,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 100.00,Rs 120.00,Rs 110.00
Lettuce,KG,Rs 30.00,Rs 40.00,Rs 35.00
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fennel Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Mint,KG,Rs 100.00,Rs 110.00,Rs 105.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
