commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 18.00,Rs 22.00,Rs 19.60
Tomato Small(Tunnel),KG,Rs 22.00,Rs 28.00,Rs 26.00
Potato Red,KG,Rs 52.00,Rs 55.00,Rs 53.60
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 28.80
Potato Red(Mude),KG,Rs 44.00,Rs 46.00,Rs 44.80
Potato White,KG,Rs 34.00,Rs 35.00,Rs 34.50
Onion Dry (Indian),KG,Rs 45.00,Rs 48.00,Rs 45.80
Carrot(Local),KG,Rs 120.00,Rs 150.00,Rs 129.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 44.40
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 64.40
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 27.50
Brinjal Long,KG,Rs 20.00,Rs 25.00,Rs 22.33
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cow pea(Long),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cowpea(Short),KG,Rs 80.00,Rs 90.00,Rs 86.25
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 46.67
French Bean(Rajma),KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,KG,Rs 140.00,Rs 160.00,Rs 150.00
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 15.00,Rs 25.00,Rs 18.60
Bottle Gourd,KG,Rs 15.00,Rs 25.00,Rs 20.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 54.25
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.33
Snake Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Smooth Gourd,KG,Rs 15.00,Rs 25.00,Rs 20.40
Sponge Gourd,KG,Rs 30.00,Rs 35.00,Rs 32.50
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.33
Squash(Round),KG,Rs 25.00,Rs 35.00,Rs 30.00
Okara,KG,Rs 20.00,Rs 30.00,Rs 24.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 56.67
Christophine,KG,Rs 30.00,Rs 40.00,Rs 34.25
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 95.00
Spinach Leaf,KG,Rs 90.00,Rs 105.00,Rs 98.33
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 110.00,Rs 120.00,Rs 116.67
Mushroom(Kanya),KG,Rs 220.00,Rs 250.00,Rs 238.00
Mushroom(Button),KG,Rs 380.00,Rs 400.00,Rs 392.00
Asparagus,KG,Rs 999.99,Rs 999.99,Rs 999.99
Neuro,KG,Rs 80.00,Rs 90.00,Rs 85.00
Brocauli,KG,Rs 140.00,Rs 150.00,Rs 146.67
