commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 30.00,Rs 35.00,Rs 30.00
Tomato Small(Tunnel),KG,Rs 60.00,Rs 65.00,Rs 62.50
Potato Red,KG,Rs 48.00,Rs 50.00,Rs 49.00
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Mude),KG,Rs 48.00,Rs 50.00,Rs 49.00
Potato White,KG,Rs 30.00,Rs 32.00,Rs 31.00
Onion Dry (Indian),KG,Rs 50.00,Rs 52.00,Rs 50.40
Carrot(Local),KG,Rs 80.00,Rs 100.00,Rs 90.00
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 70.00,Rs 80.00,Rs 68.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.60
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 17.50
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cow pea(Long),KG,Rs 70.00,Rs 80.00,Rs 72.50
French Bean(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Soyabean Green,KG,Rs 110.00,Rs 120.00,Rs 113.33
Bitter Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Snake Gourd,KG,Rs 25.00,Rs 35.00,Rs 30.00
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sponge Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 32.50
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 46.67
Okara,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 66.67
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 46.67
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cress Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,KG,Rs 40.00,Rs 50.00,Rs 46.67
Mushroom(Kanya),KG,Rs 220.00,Rs 250.00,Rs 230.00
Mushroom(Button),KG,Rs 250.00,Rs 280.00,Rs 265.00
Asparagus,KG,Rs 400.00,Rs 500.00,Rs 450.00
Neuro,KG,Rs 70.00,Rs 80.00,Rs 75.00
Brocauli,KG,Rs 120.00,Rs 140.00,Rs 130.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 60.00,Rs 70.00,Rs 65.00
Lettuce,KG,Rs 60.00,Rs 70.00,Rs 66.67
Knolkhol,KG,Rs 40.00,Rs 50.00,Rs 45.00
Celery,KG,Rs 120.00,Rs 150.00,Rs 135.00
Parseley,KG,Rs 250.00,Rs 300.00,Rs 275.00
Mint,KG,Rs 100.00,Rs 120.00,Rs 110.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 90.00,Rs 100.00,Rs 95.00
Apple(Fuji),KG,Rs 250.00,Rs 280.00,Rs 265.00
Banana,Per Dozen,Rs 100.00,Rs 110.00,Rs 105.00
Lime,KG,Rs 90.00,Rs 100.00,Rs 95.00
Pomegranate,KG,Rs 280.00,Rs 300.00,Rs 290.00
Mango(Maldah),KG,Rs 90.00,Rs 100.00,Rs 95.00
Mango(Dushari),KG,Rs 80.00,Rs 90.00,Rs 85.00
Mango(Chousa),KG,Rs 80.00,Rs 90.00,Rs 85.00
Mango(Calcutte),KG,Rs 80.00,Rs 90.00,Rs 85.00
Grapes(Green),KG,Rs 250.00,Rs 280.00,Rs 265.00
Water Melon(Green),KG,Rs 30.00,Rs 35.00,Rs 32.50
Sweet Orange,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 140.00,Rs 150.00,Rs 145.00
Cucumber(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cucumber(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Jack Fruit,KG,Rs 40.00,Rs 50.00,Rs 45.00
Papaya(Indian),KG,Rs 100.00,Rs 110.00,Rs 105.00
Litchi(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
Litchi(Indian),KG,Rs 180.00,Rs 200.00,Rs 190.00
Ginger,KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Dry,KG,Rs 300.00,Rs 320.00,Rs 310.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Bullet),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Machhe),KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Akbare),KG,Rs 120.00,Rs 150.00,Rs 135.00
Capsicum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Garlic Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Coriander Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Garlic Dry Chinese,KG,Rs 180.00,Rs 190.00,Rs 185.00
Garlic Dry Nepali,KG,Rs 120.00,Rs 140.00,Rs 130.00
Clive Dry,KG,Rs 150.00,Rs 160.00,Rs 155.00
Fish Fresh(Rahu),KG,Rs 270.00,Rs 280.00,Rs 275.00
Fish Fresh(Bachuwa),KG,Rs 225.00,Rs 235.00,Rs 230.00
Fish Fresh(Chhadi),KG,Rs 200.00,Rs 220.00,Rs 210.00
Fish Fresh(Mungari),KG,Rs 260.00,Rs 270.00,Rs 265.00
