commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 50.00,Rs 55.00,Rs 53.00
Tomato Small(Tunnel),KG,Rs 50.00,Rs 60.00,Rs 55.00
Potato Red,KG,Rs 75.00,Rs 80.00,Rs 78.00
Potato Red(Indian),KG,Rs 70.00,Rs 75.00,Rs 73.00
Potato White,KG,Rs 70.00,Rs 72.00,Rs 71.00
Onion Dry (Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Carrot(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cabbage(Local),KG,Rs 35.00,Rs 45.00,Rs 40.00
Cabbage(Terai),KG,Rs 30.00,Rs 35.00,Rs 33.00
Cabbage,KG,Rs 45.00,Rs 50.00,Rs 48.00
Cauli Local,KG,Rs 45.00,Rs 55.00,Rs 50.00
Cauli Local(Jyapu),KG,Rs 65.00,Rs 70.00,Rs 68.00
Cauli Terai,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.00
Raddish White(Hybrid),KG,Rs 20.00,Rs 25.00,Rs 23.00
Brinjal Long,KG,Rs 45.00,Rs 50.00,Rs 48.00
Brinjal Round,KG,Rs 50.00,Rs 55.00,Rs 53.00
Cow pea(Long),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cowpea(Short),KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 190.00,Rs 210.00,Rs 200.00
French Bean(Local),KG,Rs 120.00,Rs 130.00,Rs 127.00
French Bean(Hybrid),KG,Rs 140.00,Rs 160.00,Rs 150.00
Sword Bean,KG,Rs 100.00,Rs 110.00,Rs 107.00
Bitter Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bottle Gourd,KG,Rs 40.00,Rs 45.00,Rs 43.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 77.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 77.00
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 25.00,Rs 30.00,Rs 28.00
Squash(Long),KG,Rs 20.00,Rs 30.00,Rs 25.00
Squash(Round),KG,Rs 55.00,Rs 60.00,Rs 58.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 100.00,Rs 110.00,Rs 107.00
Barela,KG,Rs 60.00,Rs 70.00,Rs 65.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 48.00
Christophine,KG,Rs 10.00,Rs 12.00,Rs 11.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 47.00
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fenugreek Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Onion Green,KG,Rs 70.00,Rs 80.00,Rs 77.00
Bakula,KG,Rs 100.00,Rs 110.00,Rs 107.00
Yam,KG,Rs 45.00,Rs 50.00,Rs 48.00
Mushroom(Kanya),KG,Rs 160.00,Rs 170.00,Rs 167.00
Mushroom(Button),KG,Rs 280.00,Rs 300.00,Rs 293.00
Brocauli,KG,Rs 120.00,Rs 130.00,Rs 125.00
Sugarbeet,KG,Rs 90.00,Rs 100.00,Rs 97.00
Red Cabbbage,KG,Rs 140.00,Rs 150.00,Rs 145.00
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 57.00
Celery,KG,Rs 180.00,Rs 200.00,Rs 190.00
Parseley,KG,Rs 350.00,Rs 400.00,Rs 375.00
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mint,KG,Rs 300.00,Rs 350.00,Rs 325.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tofu,KG,Rs 80.00,Rs 90.00,Rs 85.00
Gundruk,KG,Rs 180.00,Rs 200.00,Rs 190.00
Apple(Jholey),KG,Rs 180.00,Rs 200.00,Rs 190.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 100.00,Rs 110.00,Rs 105.00
Lime,KG,Rs 70.00,Rs 80.00,Rs 77.00
Pomegranate,KG,Rs 320.00,Rs 350.00,Rs 335.00
Grapes(Green),KG,Rs 280.00,Rs 300.00,Rs 290.00
Grapes(Black),KG,Rs 380.00,Rs 400.00,Rs 390.00
Orange(Nepali),KG,Rs 70.00,Rs 80.00,Rs 77.00
Orange(Indian),KG,Rs 65.00,Rs 70.00,Rs 68.00
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 65.00
Sweet Orange,KG,Rs 150.00,Rs 160.00,Rs 155.00
Pineapple,1 Pc,Rs 140.00,Rs 150.00,Rs 145.00
Cucumber(Local),KG,Rs 90.00,Rs 100.00,Rs 97.00
Cucumber(Hybrid),KG,Rs 45.00,Rs 50.00,Rs 48.00
Jack Fruit,KG,Rs 90.00,Rs 100.00,Rs 95.00
Lemon,KG,Rs 55.00,Rs 60.00,Rs 58.00
Pear(Chinese),KG,Rs 250.00,Rs 260.00,Rs 255.00
Papaya(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Guava,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mombin,KG,Rs 35.00,Rs 40.00,Rs 38.00
Sugarcane,Per Piece,Rs 60.00,Rs 70.00,Rs 65.00
Kinnow,KG,Rs 80.00,Rs 90.00,Rs 85.00
Strawberry,KG,Rs 450.00,Rs 500.00,Rs 475.00
Kiwi,KG,Rs 180.00,Rs 200.00,Rs 190.00
Ginger,KG,Rs 55.00,Rs 65.00,Rs 60.00
Chilli Dry,KG,Rs 350.00,Rs 360.00,Rs 355.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 67.00
Chilli Green(Bullet),KG,Rs 80.00,Rs 90.00,Rs 85.00
Chilli Green(Akbare),KG,Rs 200.00,Rs 250.00,Rs 225.00
Capsicum,KG,Rs 110.00,Rs 130.00,Rs 120.00
Garlic Green,KG,Rs 150.00,Rs 160.00,Rs 155.00
Coriander Green,KG,Rs 150.00,Rs 200.00,Rs 177.00
Garlic Dry Chinese,KG,Rs 155.00,Rs 165.00,Rs 160.00
Garlic Dry Nepali,KG,Rs 300.00,Rs 320.00,Rs 310.00
Fish Fresh(Rahu),KG,Rs 290.00,Rs 300.00,Rs 295.00
Fish Fresh(Bachuwa),KG,Rs 200.00,Rs 210.00,Rs 205.00
Fish Fresh(Chhadi),KG,Rs 210.00,Rs 220.00,Rs 217.00
Fish Fresh(Mungari),KG,Rs 270.00,Rs 280.00,Rs 275.00
