commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 130.00,Rs 150.00,Rs 141.25
Tomato Small(Local),KG,Rs 90.00,Rs 110.00,Rs 101.25
Tomato Small(Tunnel),KG,Rs 100.00,Rs 130.00,Rs 117.00
Potato Red,KG,Rs 85.00,Rs 88.00,Rs 86.33
Potato Red(Indian),KG,Rs 61.00,Rs 65.00,Rs 62.75
Potato Red(Mude),KG,Rs 80.00,Rs 85.00,Rs 82.80
Onion Dry (Indian),KG,Rs 105.00,Rs 110.00,Rs 107.60
Carrot(Local),KG,Rs 140.00,Rs 150.00,Rs 145.75
Carrot(Terai),KG,Rs 130.00,Rs 140.00,Rs 135.75
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 55.75
Cabbage(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.75
Cauli Local,KG,Rs 130.00,Rs 140.00,Rs 135.75
Raddish Red,KG,Rs 60.00,Rs 70.00,Rs 64.00
Raddish White(Local),KG,Rs 60.00,Rs 70.00,Rs 65.75
Raddish White(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 65.75
Brinjal Long,KG,Rs 60.00,Rs 70.00,Rs 65.00
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cow pea(Long),KG,Rs 100.00,Rs 120.00,Rs 111.25
Cowpea(Short),KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 120.00,Rs 130.00,Rs 125.00
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 84.25
French Bean(Hybrid),KG,Rs 80.00,Rs 90.00,Rs 85.75
French Bean(Rajma),KG,Rs 140.00,Rs 150.00,Rs 145.75
Sword Bean,KG,Rs 80.00,Rs 90.00,Rs 85.00
Bitter Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bottle Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Snake Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Smooth Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pumpkin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.00
Turnip,KG,Rs 90.00,Rs 100.00,Rs 95.00
Okara,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sweet Potato,KG,Rs 90.00,Rs 100.00,Rs 95.00
Barela,KG,Rs 100.00,Rs 120.00,Rs 110.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brd Leaf Mustard,KG,Rs 200.00,Rs 210.00,Rs 203.33
Spinach Leaf,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mustard Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mushroom(Kanya),KG,Rs 150.00,Rs 200.00,Rs 176.67
Mushroom(Button),KG,Rs 450.00,Rs 500.00,Rs 476.67
Asparagus,KG,Rs 500.00,Rs 600.00,Rs 560.00
Brocauli,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 85.00
Red Cabbbage,KG,Rs 130.00,Rs 140.00,Rs 135.00
Lettuce,KG,Rs 450.00,Rs 500.00,Rs 476.67
Celery,KG,Rs 800.00,Rs 900.00,Rs 850.00
Parseley,KG,"Rs 2,500.00","Rs 3,000.00","Rs 2,766.67"
Mint,KG,Rs 800.00,Rs 900.00,Rs 850.00
Turnip A,KG,Rs 100.00,Rs 120.00,Rs 110.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Jholey),KG,Rs 180.00,Rs 220.00,Rs 200.00
Apple(Fuji),KG,Rs 260.00,Rs 300.00,Rs 280.00
Banana,Per Dozen,Rs 150.00,Rs 160.00,Rs 153.33
Lime,KG,Rs 220.00,Rs 240.00,Rs 230.00
Pomegranate,KG,Rs 380.00,Rs 400.00,Rs 390.00
Grapes(Black),KG,Rs 400.00,Rs 430.00,Rs 415.00
Orange(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Water Melon(Green),KG,Rs 80.00,Rs 90.00,Rs 85.00
Sweet Orange,KG,Rs 110.00,Rs 130.00,Rs 120.00
Mandarin,KG,Rs 280.00,Rs 300.00,Rs 290.00
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Cucumber(Local),KG,Rs 130.00,Rs 150.00,Rs 141.25
Cucumber(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 65.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 250.00,Rs 280.00,Rs 266.67
Papaya(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Guava,KG,Rs 80.00,Rs 90.00,Rs 85.00
Mombin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Kiwi,KG,Rs 330.00,Rs 350.00,Rs 340.00
Sarifa,KG,Rs 200.00,Rs 250.00,Rs 226.67
Avocado,KG,Rs 200.00,Rs 250.00,Rs 226.67
Amla,KG,Rs 60.00,Rs 70.00,Rs 65.00
Ginger,KG,Rs 180.00,Rs 200.00,Rs 190.00
Chilli Dry,KG,Rs 120.00,Rs 140.00,Rs 130.00
Chilli Green,KG,Rs 200.00,Rs 250.00,Rs 226.67
Chilli Green(Bullet),KG,Rs 230.00,Rs 260.00,Rs 245.00
Chilli Green(Akbare),KG,Rs 250.00,Rs 280.00,Rs 263.33
Capsicum,KG,Rs 250.00,Rs 300.00,Rs 276.67
Garlic Green,KG,Rs 700.00,Rs 750.00,Rs 726.67
Coriander Green,KG,Rs 200.00,Rs 250.00,Rs 226.67
Garlic Dry Chinese,KG,Rs 270.00,Rs 290.00,Rs 280.00
Garlic Dry Nepali,KG,Rs 290.00,Rs 310.00,Rs 300.00
Clive Dry,KG,Rs 140.00,Rs 160.00,Rs 150.00
Clive Green,KG,Rs 300.00,Rs 350.00,Rs 326.67
Fish Fresh(Rahu),KG,Rs 340.00,Rs 350.00,Rs 345.00
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 250.00,Rs 245.00
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 260.00,Rs 250.00
Tree Tomato,Kg,Rs 180.00,Rs 200.00,Rs 190.00
King Oyster,Kg,Rs 280.00,Rs 300.00,Rs 290.00
