commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Potato Red,KG,Rs 26.00,Rs 28.00,Rs 27.00
Potato White,KG,Rs 22.00,Rs 23.00,Rs 22.50
Onion Dry (Indian),KG,Rs 35.00,Rs 38.00,Rs 36.60
Carrot(Local),KG,Rs 30.00,Rs 35.00,Rs 32.50
Carrot(Terai),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cabbage(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Cabbage,KG,Rs 20.00,Rs 25.00,Rs 22.50
Cauli Local,KG,Rs 20.00,Rs 30.00,Rs 25.00
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish Red,KG,Rs 50.00,Rs 60.00,Rs 55.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 30.00,Rs 40.00,Rs 36.67
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cow pea(Long),KG,Rs 70.00,Rs 80.00,Rs 75.00
Green Peas,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Local),KG,Rs 25.00,Rs 35.00,Rs 30.00
French Bean(Hybrid),KG,Rs 25.00,Rs 35.00,Rs 30.00
French Bean(Rajma),KG,Rs 80.00,Rs 90.00,Rs 83.33
Sword Bean,KG,Rs 30.00,Rs 40.00,Rs 33.75
Bitter Gourd,KG,Rs 110.00,Rs 120.00,Rs 116.67
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 76.67
Smooth Gourd,KG,Rs 90.00,Rs 100.00,Rs 95.00
Pumpkin,KG,Rs 55.00,Rs 60.00,Rs 57.50
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.00
Turnip,KG,Rs 40.00,Rs 50.00,Rs 46.67
Okara,KG,Rs 100.00,Rs 120.00,Rs 110.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 50.00,Rs 60.00,Rs 56.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,KG,Rs 30.00,Rs 40.00,Rs 36.67
Brd Leaf Mustard,KG,Rs 25.00,Rs 30.00,Rs 28.33
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Cress Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Fenugreek Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Onion Green,KG,Rs 30.00,Rs 40.00,Rs 36.67
Bakula,KG,Rs 30.00,Rs 40.00,Rs 35.00
Mushroom(Kanya),KG,Rs 130.00,Rs 150.00,Rs 140.00
Mushroom(Button),KG,Rs 240.00,Rs 260.00,Rs 250.00
Asparagus,KG,Rs 500.00,Rs 600.00,Rs 566.67
Neuro,KG,Rs 60.00,Rs 70.00,Rs 66.67
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 66.67
Drumstick,KG,Rs 200.00,Rs 220.00,Rs 210.00
Bauhania flower,KG,Rs 100.00,Rs 150.00,Rs 123.33
Red Cabbbage,KG,Rs 50.00,Rs 80.00,Rs 65.00
Lettuce,KG,Rs 60.00,Rs 70.00,Rs 66.67
Knolkhol,KG,Rs 70.00,Rs 80.00,Rs 75.00
Celery,KG,Rs 90.00,Rs 100.00,Rs 95.00
Parseley,KG,Rs 180.00,Rs 200.00,Rs 190.00
Fennel Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mint,KG,Rs 200.00,Rs 300.00,Rs 250.00
Tamarind,KG,Rs 180.00,Rs 200.00,Rs 190.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 80.00,Rs 90.00,Rs 86.67
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Fuji),KG,Rs 240.00,Rs 280.00,Rs 260.00
Banana,Per Dozen,Rs 120.00,Rs 130.00,Rs 126.67
Lime,KG,Rs 280.00,Rs 320.00,Rs 300.00
Pomegranate,KG,Rs 250.00,Rs 300.00,Rs 283.33
Grapes(Green),KG,Rs 100.00,Rs 120.00,Rs 113.33
Grapes(Black),KG,Rs 180.00,Rs 200.00,Rs 193.33
Orange(Indian),KG,Rs 150.00,Rs 170.00,Rs 160.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Orange,KG,Rs 150.00,Rs 170.00,Rs 160.00
Mandarin,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 160.00,Rs 180.00,Rs 170.00
Cucumber(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cucumber(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 36.67
Jack Fruit,KG,Rs 90.00,Rs 100.00,Rs 96.67
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Kinnow,KG,Rs 150.00,Rs 170.00,Rs 160.00
Strawberry,KG,Rs 300.00,Rs 350.00,Rs 333.33
Kiwi,KG,Rs 450.00,Rs 500.00,Rs 475.00
Avocado,KG,Rs 450.00,Rs 500.00,Rs 475.00
Ginger,KG,Rs 40.00,Rs 50.00,Rs 46.00
Chilli Dry,KG,Rs 370.00,Rs 380.00,Rs 376.67
Chilli Green,KG,Rs 80.00,Rs 90.00,Rs 86.00
Chilli Green(Bullet),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Machhe),KG,Rs 90.00,Rs 100.00,Rs 96.67
Chilli Green(Akbare),KG,Rs 300.00,Rs 350.00,Rs 325.00
Capsicum,KG,Rs 100.00,Rs 120.00,Rs 110.00
Garlic Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Coriander Green,KG,Rs 100.00,Rs 120.00,Rs 113.33
Garlic Dry Chinese,KG,Rs 190.00,Rs 200.00,Rs 196.00
Garlic Dry Nepali,KG,Rs 100.00,Rs 110.00,Rs 105.00
Clive Dry,KG,Rs 320.00,Rs 350.00,Rs 335.00
Clive Green,KG,Rs 70.00,Rs 80.00,Rs 76.67
Fish Fresh(Rahu),KG,Rs 300.00,Rs 320.00,Rs 310.00
Fish Fresh(Bachuwa),KG,Rs 260.00,Rs 280.00,Rs 273.33
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 280.00,Rs 260.00
Fish Fresh(Mungari),KG,Rs 250.00,Rs 270.00,Rs 260.00
