commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Tomato Small(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Tunnel),KG,Rs 55.00,Rs 65.00,Rs 60.00
Tomato Small(Indian),KG,Rs 75.00,Rs 85.00,Rs 80.00
Tomato Small(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Potato Red,KG,Rs 40.00,Rs 42.00,Rs 41.00
Onion Dry (Indian),KG,Rs 72.00,Rs 75.00,Rs 73.50
Carrot(Local),KG,Rs 35.00,Rs 40.00,Rs 38.33
Carrot(Terai),KG,Rs 25.00,Rs 30.00,Rs 28.33
Cabbage(Local),KG,Rs 25.00,Rs 30.00,Rs 27.50
Cabbage,KG,Rs 20.00,Rs 25.00,Rs 22.50
Cauli Local,KG,Rs 20.00,Rs 30.00,Rs 25.00
Cauli Local(Jyapu),KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish Red,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 46.67
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 130.00,Rs 150.00,Rs 140.00
Green Peas,KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Rajma),KG,Rs 100.00,Rs 110.00,Rs 105.00
Sword Bean,KG,Rs 50.00,Rs 60.00,Rs 56.67
Bitter Gourd,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Terai),KG,Rs 100.00,Rs 110.00,Rs 105.00
Smooth Gourd,KG,Rs 60.00,Rs 70.00,Rs 66.00
Pumpkin,KG,Rs 45.00,Rs 50.00,Rs 48.33
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 36.67
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 46.67
Turnip,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,KG,Rs 80.00,Rs 90.00,Rs 84.00
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 66.67
