commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 40.00,Rs 45.00,Rs 42.50
Tomato Small(Local),KG,Rs 25.00,Rs 30.00,Rs 27.50
Tomato Small(Tunnel),KG,Rs 28.00,Rs 33.00,Rs 31.00
Potato Red,KG,Rs 58.00,Rs 60.00,Rs 59.00
Potato Red(Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Potato Red(Mude),KG,Rs 50.00,Rs 52.00,Rs 51.00
Potato White,KG,Rs 46.00,Rs 48.00,Rs 47.00
Onion Dry (Indian),KG,Rs 35.00,Rs 36.00,Rs 35.50
Carrot(Local),KG,Rs 100.00,Rs 110.00,Rs 103.33
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cabbage(Local),KG,Rs 25.00,Rs 30.00,Rs 28.00
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 66.67
Raddish Red,KG,Rs 35.00,Rs 40.00,Rs 37.50
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 27.50
Brinjal Long,KG,Rs 25.00,Rs 30.00,Rs 27.50
Brinjal Round,KG,Rs 45.00,Rs 50.00,Rs 47.50
Cow pea(Long),KG,Rs 50.00,Rs 55.00,Rs 52.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 65.00,Rs 70.00,Rs 67.50
French Bean(Hybrid),KG,Rs 85.00,Rs 90.00,Rs 88.33
French Bean(Rajma),KG,Rs 120.00,Rs 125.00,Rs 123.33
Sword Bean,KG,Rs 120.00,Rs 130.00,Rs 125.00
Soyabean Green,KG,Rs 75.00,Rs 80.00,Rs 78.00
Bitter Gourd,KG,Rs 15.00,Rs 20.00,Rs 17.00
Bottle Gourd,KG,Rs 65.00,Rs 70.00,Rs 67.50
Pointed Gourd(Local),KG,Rs 50.00,Rs 55.00,Rs 52.50
Pointed Gourd(Terai),KG,Rs 50.00,Rs 55.00,Rs 52.50
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 23.33
Smooth Gourd,KG,Rs 30.00,Rs 35.00,Rs 33.00
Sponge Gourd,KG,Rs 45.00,Rs 50.00,Rs 48.33
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 32.50
Squash(Round),KG,Rs 60.00,Rs 65.00,Rs 63.33
Okara,KG,Rs 40.00,Rs 45.00,Rs 42.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Christophine,KG,Rs 45.00,Rs 50.00,Rs 48.33
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mustard Leaf,KG,Rs 50.00,Rs 55.00,Rs 52.50
Onion Green,KG,Rs 180.00,Rs 200.00,Rs 193.33
Mushroom(Kanya),KG,Rs 150.00,Rs 200.00,Rs 175.00
Mushroom(Button),KG,Rs 350.00,Rs 400.00,Rs 375.00
Asparagus,KG,Rs 300.00,Rs 400.00,Rs 350.00
Neuro,KG,Rs 90.00,Rs 100.00,Rs 96.67
Brocauli,KG,Rs 240.00,Rs 250.00,Rs 245.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 100.00,Rs 120.00,Rs 110.00
Celery,KG,Rs 250.00,Rs 300.00,Rs 275.00
Turnip A,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 110.00,Rs 120.00,Rs 116.67
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 150.00,Rs 180.00,Rs 165.00
Lime,KG,Rs 200.00,Rs 250.00,Rs 225.00
Pomegranate,KG,Rs 350.00,Rs 380.00,Rs 365.00
Mango(Maldah),KG,Rs 250.00,Rs 260.00,Rs 255.00
Mango(Chousa),KG,Rs 220.00,Rs 250.00,Rs 235.00
Water Melon(Green),KG,Rs 55.00,Rs 60.00,Rs 58.33
Sweet Orange,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mandarin,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Cucumber(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cucumber(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 46.67
Jack Fruit,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pear(Local),KG,Rs 80.00,Rs 90.00,Rs 86.67
Pear(Chinese),KG,Rs 300.00,Rs 320.00,Rs 310.00
Papaya(Indian),KG,Rs 100.00,Rs 110.00,Rs 106.67
Guava,KG,Rs 300.00,Rs 320.00,Rs 310.00
Mombin,KG,Rs 60.00,Rs 70.00,Rs 66.67
Kiwi,KG,Rs 600.00,Rs 650.00,Rs 625.00
Avocado,KG,Rs 500.00,Rs 550.00,Rs 525.00
Ginger,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Dry,KG,Rs 410.00,Rs 420.00,Rs 416.67
Chilli Green,KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Green(Bullet),KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Machhe),KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Akbare),KG,Rs 150.00,Rs 200.00,Rs 175.00
Capsicum,KG,Rs 120.00,Rs 130.00,Rs 125.00
Garlic Green,KG,Rs 150.00,Rs 160.00,Rs 156.67
Coriander Green,KG,Rs 150.00,Rs 200.00,Rs 175.00
Garlic Dry Chinese,KG,Rs 160.00,Rs 170.00,Rs 166.00
Garlic Dry Nepali,KG,Rs 140.00,Rs 150.00,Rs 145.00
Clive Dry,KG,Rs 150.00,Rs 160.00,Rs 155.00
Fish Fresh(Rahu),KG,Rs 310.00,Rs 320.00,Rs 315.00
Fish Fresh(Bachuwa),KG,Rs 255.00,Rs 265.00,Rs 260.00
Fish Fresh(Chhadi),KG,Rs 230.00,Rs 240.00,Rs 235.00
Fish Fresh(Mungari),KG,Rs 270.00,Rs 280.00,Rs 275.00
