commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Tunnel),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Potato Red,KG,Rs 35.00,Rs 40.00,Rs 37.33
Potato Red(Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Onion Dry (Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Carrot(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Carrot(Terai),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cabbage(Local),KG,Rs 10.00,Rs 15.00,Rs 12.33
Cauli Local,KG,Rs 25.00,Rs 40.00,Rs 32.50
Raddish Red,KG,Rs 20.00,Rs 35.00,Rs 27.50
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.33
Raddish White(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Long,KG,Rs 25.00,Rs 30.00,Rs 27.67
Brinjal Round,KG,Rs 25.00,Rs 30.00,Rs 27.67
Cow pea(Long),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cowpea(Short),KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 80.00,Rs 95.00,Rs 87.50
French Bean(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Hybrid),KG,Rs 20.00,Rs 35.00,Rs 27.50
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 95.00
Soyabean Green,KG,Rs 80.00,Rs 100.00,Rs 90.00
Bitter Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Bottle Gourd,KG,Rs 10.00,Rs 20.00,Rs 15.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Snake Gourd,KG,Rs 20.00,Rs 35.00,Rs 27.50
Smooth Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Sponge Gourd,KG,Rs 50.00,Rs 70.00,Rs 60.00
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Round),KG,Rs 15.00,Rs 25.00,Rs 20.00
Okara,KG,Rs 20.00,Rs 30.00,Rs 25.00
Sweet Potato,KG,Rs 50.00,Rs 60.00,Rs 55.00
Arum,KG,Rs 90.00,Rs 100.00,Rs 95.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 45.00
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cress Leaf,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mustard Leaf,KG,Rs 20.00,Rs 30.00,Rs 25.00
Fenugreek Leaf,KG,Rs 70.00,Rs 80.00,Rs 75.00
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mushroom(Kanya),KG,Rs 120.00,Rs 160.00,Rs 140.00
Mushroom(Button),KG,Rs 240.00,Rs 280.00,Rs 260.00
Asparagus,KG,Rs 300.00,Rs 600.00,Rs 450.00
Neuro,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brocauli,KG,Rs 60.00,Rs 90.00,Rs 75.00
Sugarbeet,KG,Rs 55.00,Rs 70.00,Rs 62.50
Drumstick,KG,Rs 80.00,Rs 90.00,Rs 85.00
Red Cabbbage,KG,Rs 40.00,Rs 60.00,Rs 50.00
Lettuce,KG,Rs 55.00,Rs 65.00,Rs 60.00
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 55.00
Celery,KG,Rs 180.00,Rs 210.00,Rs 193.33
Parseley,KG,Rs 300.00,Rs 500.00,Rs 400.00
