commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 56.67
Tomato Small(Local),KG,Rs 18.00,Rs 22.00,Rs 20.00
Tomato Small(Tunnel),KG,Rs 22.00,Rs 27.00,Rs 25.20
Potato Red,KG,Rs 52.00,Rs 55.00,Rs 53.50
Potato Red(Indian),KG,Rs 26.00,Rs 28.00,Rs 27.00
Potato Red(Mude),KG,Rs 45.00,Rs 47.00,Rs 46.00
Onion Dry (Indian),KG,Rs 45.00,Rs 48.00,Rs 46.40
Carrot(Local),KG,Rs 110.00,Rs 120.00,Rs 116.67
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.60
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 66.67
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.25
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 27.80
Brinjal Long,KG,Rs 15.00,Rs 20.00,Rs 17.50
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Local),KG,Rs 28.00,Rs 35.00,Rs 31.00
French Bean(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 35.00
Sword Bean,KG,Rs 150.00,Rs 170.00,Rs 160.00
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 10.00,Rs 15.00,Rs 13.00
Bottle Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.50
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 54.40
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.67
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 23.33
Smooth Gourd,KG,Rs 15.00,Rs 25.00,Rs 20.00
Sponge Gourd,KG,Rs 25.00,Rs 30.00,Rs 28.33
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 37.50
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.50
Okara,KG,Rs 18.00,Rs 25.00,Rs 21.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.00
Christophine,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brd Leaf Mustard,KG,Rs 70.00,Rs 80.00,Rs 76.67
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Cress Leaf,KG,Rs 140.00,Rs 148.00,Rs 144.33
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 93.33
Mushroom(Kanya),KG,Rs 180.00,Rs 200.00,Rs 187.50
Mushroom(Button),KG,Rs 360.00,Rs 400.00,Rs 380.00
Asparagus,KG,Rs 900.00,Rs 999.99,Rs 950.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 86.67
Brocauli,KG,Rs 150.00,Rs 170.00,Rs 160.00
Sugarbeet,KG,Rs 100.00,Rs 110.00,Rs 105.00
Red Cabbbage,KG,Rs 230.00,Rs 250.00,Rs 240.00
