commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 80.00,Rs 90.00,Rs 85.00
Tomato Big(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Tomato Small(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Tunnel),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Potato Red,KG,Rs 70.00,Rs 75.00,Rs 72.50
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Mude),KG,Rs 44.00,Rs 46.00,Rs 45.00
Onion Dry (Indian),KG,Rs 78.00,Rs 80.00,Rs 79.00
Carrot(Local),KG,Rs 150.00,Rs 160.00,Rs 156.67
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cabbage(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cauli Local,KG,Rs 100.00,Rs 140.00,Rs 124.00
Raddish Red,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 56.67
Cow pea(Long),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 76.67
Bitter Gourd,KG,Rs 40.00,Rs 50.00,Rs 46.67
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Smooth Gourd,KG,Rs 20.00,Rs 40.00,Rs 30.00
Pumpkin,KG,Rs 25.00,Rs 30.00,Rs 27.50
Okara,KG,Rs 30.00,Rs 40.00,Rs 36.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 10.00,Rs 15.00,Rs 12.50
Brd Leaf Mustard,KG,Rs 70.00,Rs 80.00,Rs 75.00
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,KG,Rs 150.00,Rs 180.00,Rs 165.00
Mushroom(Kanya),KG,Rs 280.00,Rs 300.00,Rs 290.00
Mushroom(Button),KG,Rs 700.00,Rs 800.00,Rs 760.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 90.00,Rs 100.00,Rs 96.67
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 95.00
Lime,KG,Rs 150.00,Rs 160.00,Rs 155.00
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 325.00
Orange(Indian),KG,Rs 120.00,Rs 130.00,Rs 125.00
Water Melon(Green),KG,Rs 60.00,Rs 70.00,Rs 65.00
Pineapple,1 Pc,Rs 150.00,Rs 160.00,Rs 155.00
Cucumber(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
Papaya(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Guava,KG,Rs 150.00,Rs 200.00,Rs 175.00
Mombin,KG,Rs 90.00,Rs 100.00,Rs 95.00
Kiwi,KG,Rs 300.00,Rs 350.00,Rs 325.00
Ginger,KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Dry,KG,Rs 300.00,Rs 320.00,Rs 313.33
Capsicum,KG,Rs 100.00,Rs 120.00,Rs 113.33
Garlic Green,KG,Rs 350.00,Rs 400.00,Rs 375.00
Coriander Green,KG,Rs 250.00,Rs 300.00,Rs 283.33
Garlic Dry Chinese,KG,Rs 240.00,Rs 250.00,Rs 246.00
Garlic Dry Nepali,KG,Rs 190.00,Rs 200.00,Rs 196.67
Fish Fresh(Rahu),KG,Rs 275.00,Rs 290.00,Rs 281.67
Fish Fresh(Bachuwa),KG,Rs 225.00,Rs 235.00,Rs 230.00
Fish Fresh(Chhadi),KG,Rs 220.00,Rs 240.00,Rs 230.00
Fish Fresh(Mungari),KG,Rs 230.00,Rs 240.00,Rs 235.00
