commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Tomato Small(Tunnel),KG,Rs 30.00,Rs 40.00,Rs 35.00
Tomato Small(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Potato Red,KG,Rs 50.00,Rs 60.00,Rs 55.00
Potato Red(Indian),KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Dry (Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Carrot(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Carrot(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cabbage(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cabbage,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local(Jyapu),KG,Rs 50.00,Rs 60.00,Rs 55.00
Raddish White(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Raddish White(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Long,KG,Rs 90.00,Rs 100.00,Rs 95.00
Green Peas,KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Local),KG,Rs 140.00,Rs 150.00,Rs 145.00
French Bean(Hybrid),KG,Rs 140.00,Rs 150.00,Rs 145.00
Sword Bean,KG,Rs 100.00,Rs 110.00,Rs 105.00
Bitter Gourd,KG,Rs 150.00,Rs 160.00,Rs 155.00
Bottle Gourd,KG,Rs 80.00,Rs 90.00,Rs 85.00
Pumpkin,KG,Rs 60.00,Rs 70.00,Rs 65.00
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 55.00
Okara,KG,Rs 130.00,Rs 140.00,Rs 135.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 30.00,Rs 40.00,Rs 35.00
Spinach Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cress Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Fenugreek Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Onion Green,KG,Rs 130.00,Rs 140.00,Rs 135.00
Bakula,KG,Rs 80.00,Rs 90.00,Rs 85.00
Mushroom(Kanya),KG,Rs 110.00,Rs 120.00,Rs 115.00
Mushroom(Button),KG,Rs 390.00,Rs 400.00,Rs 395.00
Brocauli,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sugarbeet,KG,Rs 40.00,Rs 50.00,Rs 45.00
Lettuce,KG,Rs 70.00,Rs 80.00,Rs 75.00
Knolkhol,KG,Rs 40.00,Rs 50.00,Rs 45.00
Celery,KG,Rs 440.00,Rs 450.00,Rs 445.00
Parseley,KG,Rs 440.00,Rs 450.00,Rs 445.00
Fennel Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Mint,KG,Rs 310.00,Rs 320.00,Rs 315.00
Turnip A,KG,Rs 30.00,Rs 40.00,Rs 35.00
Tamarind,KG,Rs 150.00,Rs 160.00,Rs 155.00
Bamboo Shoot,KG,Rs 140.00,Rs 150.00,Rs 145.00
Tofu,KG,Rs 100.00,Rs 110.00,Rs 105.00
