commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 130.00,Rs 140.00,Rs 135.00
Tomato Big(Indian),KG,Rs 130.00,Rs 140.00,Rs 135.00
Tomato Small(Local),KG,Rs 85.00,Rs 95.00,Rs 90.00
Tomato Small(Tunnel),KG,Rs 100.00,Rs 110.00,Rs 105.00
Tomato Small(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Potato Red,KG,Rs 55.00,Rs 60.00,Rs 57.20
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.20
Potato Red(Mude),KG,Rs 45.00,Rs 46.00,Rs 45.50
Potato White,KG,Rs 45.00,Rs 48.00,Rs 46.50
Onion Dry (Indian),KG,Rs 52.00,Rs 54.00,Rs 52.80
Carrot(Local),KG,Rs 150.00,Rs 160.00,Rs 155.00
Carrot(Terai),KG,Rs 120.00,Rs 130.00,Rs 125.00
Cabbage(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Cauli Local,KG,Rs 40.00,Rs 50.00,Rs 44.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 70.00,Rs 66.67
Raddish Red,KG,Rs 50.00,Rs 60.00,Rs 56.67
Raddish White(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 53.33
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 56.67
Cow pea(Long),KG,Rs 80.00,Rs 90.00,Rs 84.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
Green Peas,KG,Rs 120.00,Rs 130.00,Rs 126.00
French Bean(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Rajma),KG,Rs 70.00,Rs 80.00,Rs 76.67
Sword Bean,KG,Rs 120.00,Rs 130.00,Rs 126.67
Bitter Gourd,KG,Rs 110.00,Rs 120.00,Rs 115.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.00
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Snake Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Smooth Gourd,KG,Rs 90.00,Rs 100.00,Rs 96.67
Pumpkin,KG,Rs 20.00,Rs 30.00,Rs 25.00
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 25.00,Rs 30.00,Rs 28.33
Turnip,KG,Rs 60.00,Rs 70.00,Rs 66.67
Okara,KG,Rs 80.00,Rs 90.00,Rs 86.00
Sweet Potato,KG,Rs 50.00,Rs 60.00,Rs 56.67
Barela,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,KG,Rs 15.00,Rs 20.00,Rs 18.33
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 46.67
Spinach Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Cress Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Mustard Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Fenugreek Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Bakula,KG,Rs 120.00,Rs 130.00,Rs 125.00
Yam,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 150.00,Rs 170.00,Rs 157.50
Mushroom(Button),KG,Rs 330.00,Rs 350.00,Rs 340.00
Asparagus,KG,Rs 999.99,Rs 999.99,Rs 999.99
Brocauli,KG,Rs 80.00,Rs 90.00,Rs 86.67
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 86.67
Red Cabbbage,KG,Rs 250.00,Rs 300.00,Rs 275.00
Lettuce,KG,Rs 60.00,Rs 70.00,Rs 66.67
Celery,KG,Rs 250.00,Rs 300.00,Rs 283.33
Fennel Leaf,KG,Rs 100.00,Rs 120.00,Rs 113.33
Mint,KG,Rs 500.00,Rs 600.00,Rs 566.67
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 90.00,Rs 100.00,Rs 96.67
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Jholey),KG,Rs 220.00,Rs 250.00,Rs 235.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 96.67
Lime,KG,Rs 100.00,Rs 120.00,Rs 110.00
Pomegranate,KG,Rs 320.00,Rs 350.00,Rs 340.00
Grapes(Green),KG,Rs 250.00,Rs 300.00,Rs 275.00
Grapes(Black),KG,Rs 550.00,Rs 600.00,Rs 575.00
Orange(Nepali),KG,Rs 80.00,Rs 90.00,Rs 86.67
Orange(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Water Melon(Green),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 146.67
Mandarin,KG,Rs 320.00,Rs 350.00,Rs 335.00
Pineapple,1 Pc,Rs 120.00,Rs 140.00,Rs 133.33
Cucumber(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cucumber(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 18.33
Lemon,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 240.00
Papaya(Nepali),KG,Rs 70.00,Rs 80.00,Rs 76.67
Papaya(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 80.00,Rs 90.00,Rs 86.67
Sugarcane,Per Piece,Rs 100.00,Rs 120.00,Rs 110.00
Strawberry,KG,Rs 600.00,Rs 650.00,Rs 625.00
Kiwi,KG,Rs 250.00,Rs 300.00,Rs 283.33
Avocado,KG,Rs 250.00,Rs 300.00,Rs 283.33
Amla,KG,Rs 80.00,Rs 90.00,Rs 86.67
Ginger,KG,Rs 35.00,Rs 40.00,Rs 37.50
Chilli Dry,KG,Rs 300.00,Rs 310.00,Rs 306.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Bullet),KG,Rs 70.00,Rs 80.00,Rs 76.67
Chilli Green(Machhe),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Akbare),KG,Rs 80.00,Rs 100.00,Rs 90.00
Capsicum,KG,Rs 100.00,Rs 120.00,Rs 110.00
Garlic Green,KG,Rs 180.00,Rs 200.00,Rs 193.33
Coriander Green,KG,Rs 120.00,Rs 150.00,Rs 135.00
Garlic Dry Chinese,KG,Rs 220.00,Rs 230.00,Rs 225.00
Garlic Dry Nepali,KG,Rs 180.00,Rs 190.00,Rs 186.67
Clive Dry,KG,Rs 320.00,Rs 350.00,Rs 340.00
Clive Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Fish Fresh(Rahu),KG,Rs 290.00,Rs 310.00,Rs 300.00
Fish Fresh(Bachuwa),KG,Rs 250.00,Rs 260.00,Rs 256.67
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 260.00,Rs 256.67
Fish Fresh(Mungari),KG,Rs 250.00,Rs 260.00,Rs 256.67
