commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Tomato Small(Local),KG,Rs 25.00,Rs 35.00,Rs 30.00
Tomato Small(Tunnel),KG,Rs 40.00,Rs 52.00,Rs 45.67
Potato Red,KG,Rs 78.00,Rs 80.00,Rs 79.00
Potato Red(Indian),KG,Rs 57.00,Rs 61.00,Rs 58.67
Potato Red(Mude),KG,Rs 68.00,Rs 70.00,Rs 69.00
Onion Dry (Indian),KG,Rs 110.00,Rs 115.00,Rs 112.33
Carrot(Local),KG,Rs 120.00,Rs 130.00,Rs 125.00
Carrot(Terai),KG,Rs 100.00,Rs 120.00,Rs 110.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cabbage(Terai),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 80.00,Rs 90.00,Rs 85.00
Raddish Red,KG,Rs 28.00,Rs 35.00,Rs 31.00
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.33
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 27.67
Brinjal Long,KG,Rs 20.00,Rs 25.00,Rs 22.33
Brinjal Round,KG,Rs 30.00,Rs 35.00,Rs 32.33
Cow pea(Long),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Hybrid),KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,KG,Rs 90.00,Rs 100.00,Rs 95.00
Soyabean Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.33
Smooth Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sponge Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Okara,KG,Rs 40.00,Rs 50.00,Rs 45.00
Barela,KG,Rs 120.00,Rs 130.00,Rs 125.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Christophine,KG,Rs 20.00,Rs 25.00,Rs 22.33
Brd Leaf Mustard,KG,Rs 60.00,Rs 70.00,Rs 65.00
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mushroom(Kanya),KG,Rs 160.00,Rs 200.00,Rs 181.67
