commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 80.00,Rs 90.00,Rs 86.67
Tomato Big(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Tomato Small(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Tunnel),KG,Rs 65.00,Rs 75.00,Rs 71.00
Potato Red,KG,Rs 65.00,Rs 70.00,Rs 67.50
Potato Red(Indian),KG,Rs 40.00,Rs 45.00,Rs 43.33
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 47.00
Potato White,KG,Rs 45.00,Rs 50.00,Rs 48.33
Onion Dry (Indian),KG,Rs 55.00,Rs 60.00,Rs 58.00
Carrot(Local),KG,Rs 120.00,Rs 130.00,Rs 126.67
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Cabbage(Local),KG,Rs 15.00,Rs 25.00,Rs 20.00
Cauli Local,KG,Rs 100.00,Rs 130.00,Rs 114.00
Raddish Red,KG,Rs 50.00,Rs 60.00,Rs 56.67
Raddish White(Local),KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 46.67
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 66.67
Cow pea(Long),KG,Rs 140.00,Rs 150.00,Rs 145.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
Green Peas,KG,Rs 180.00,Rs 200.00,Rs 193.33
French Bean(Local),KG,Rs 110.00,Rs 120.00,Rs 116.67
French Bean(Hybrid),KG,Rs 110.00,Rs 120.00,Rs 115.00
French Bean(Rajma),KG,Rs 150.00,Rs 180.00,Rs 165.00
Sword Bean,KG,Rs 90.00,Rs 100.00,Rs 96.67
Soyabean Green,KG,Rs 110.00,Rs 120.00,Rs 116.67
Bitter Gourd,KG,Rs 100.00,Rs 110.00,Rs 106.67
Bottle Gourd,KG,Rs 90.00,Rs 100.00,Rs 96.67
Pointed Gourd(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
Pointed Gourd(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.67
Smooth Gourd,KG,Rs 100.00,Rs 110.00,Rs 105.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 33.00
Squash(Round),KG,Rs 60.00,Rs 70.00,Rs 65.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,KG,Rs 100.00,Rs 120.00,Rs 110.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 30.00,Rs 40.00,Rs 36.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 56.67
Christophine,KG,Rs 10.00,Rs 20.00,Rs 16.25
Brd Leaf Mustard,KG,Rs 80.00,Rs 90.00,Rs 86.67
Spinach Leaf,KG,Rs 180.00,Rs 200.00,Rs 193.33
Cress Leaf,KG,Rs 180.00,Rs 200.00,Rs 193.33
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Fenugreek Leaf,KG,Rs 180.00,Rs 200.00,Rs 193.33
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mushroom(Kanya),KG,Rs 150.00,Rs 170.00,Rs 160.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 330.00
Asparagus,KG,Rs 900.00,Rs 999.99,Rs 966.67
