commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 45.00,Rs 55.00,Rs 50.00
Tomato Small(Tunnel),KG,Rs 55.00,Rs 65.00,Rs 60.00
Potato Red,KG,Rs 100.00,Rs 105.00,Rs 102.00
Potato Red(Indian),KG,Rs 64.00,Rs 66.00,Rs 65.00
Onion Dry (Indian),KG,Rs 130.00,Rs 135.00,Rs 133.00
Onion Dry (Chinese),KG,Rs 128.00,Rs 130.00,Rs 129.00
Carrot(Local),KG,Rs 140.00,Rs 150.00,Rs 145.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 80.00,Rs 90.00,Rs 83.00
Raddish White(Local),KG,Rs 28.00,Rs 30.00,Rs 29.00
Raddish White(Hybrid),KG,Rs 35.00,Rs 40.00,Rs 38.00
Brinjal Long,KG,Rs 40.00,Rs 45.00,Rs 43.00
Brinjal Round,KG,Rs 45.00,Rs 50.00,Rs 48.00
Cow pea(Long),KG,Rs 50.00,Rs 55.00,Rs 53.00
Cowpea(Short),KG,Rs 45.00,Rs 50.00,Rs 48.00
French Bean(Local),KG,Rs 25.00,Rs 30.00,Rs 28.00
French Bean(Hybrid),KG,Rs 35.00,Rs 40.00,Rs 38.00
Bitter Gourd,KG,Rs 45.00,Rs 50.00,Rs 48.00
Bottle Gourd,KG,Rs 25.00,Rs 30.00,Rs 28.00
Pointed Gourd(Local),KG,Rs 75.00,Rs 80.00,Rs 78.00
Snake Gourd,KG,Rs 35.00,Rs 40.00,Rs 38.00
Smooth Gourd,KG,Rs 30.00,Rs 35.00,Rs 33.00
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.00
Squash(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Round),KG,Rs 20.00,Rs 25.00,Rs 23.00
Okara,KG,Rs 70.00,Rs 75.00,Rs 73.00
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 65.00
Barela,KG,Rs 30.00,Rs 35.00,Rs 33.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 48.00
Christophine,KG,Rs 10.00,Rs 12.00,Rs 11.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 45.00
Spinach Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Cress Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mustard Leaf,KG,Rs 45.00,Rs 50.00,Rs 48.00
Fenugreek Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mushroom(Kanya),KG,Rs 140.00,Rs 160.00,Rs 150.00
Mushroom(Button),KG,Rs 340.00,Rs 360.00,Rs 350.00
Brocauli,KG,Rs 110.00,Rs 120.00,Rs 115.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Lettuce,KG,Rs 150.00,Rs 200.00,Rs 175.00
Fennel Leaf,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mint,KG,Rs 140.00,Rs 150.00,Rs 145.00
Turnip A,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tofu,KG,Rs 80.00,Rs 90.00,Rs 85.00
Apple(Jholey),KG,Rs 240.00,Rs 250.00,Rs 245.00
Apple(Fuji),KG,Rs 300.00,Rs 320.00,Rs 310.00
Banana,Per Dozen,Rs 70.00,Rs 80.00,Rs 75.00
Lime,KG,Rs 120.00,Rs 130.00,Rs 125.00
Pomegranate,KG,Rs 280.00,Rs 300.00,Rs 290.00
Orange(Indian),KG,Rs 110.00,Rs 120.00,Rs 115.00
Water Melon(Green),KG,Rs 70.00,Rs 80.00,Rs 75.00
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 145.00
Pineapple,1 Pc,Rs 150.00,Rs 160.00,Rs 155.00
Cucumber(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cucumber(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 240.00,Rs 250.00,Rs 245.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Guava,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mombin,KG,Rs 45.00,Rs 50.00,Rs 48.00
Ginger,KG,Rs 75.00,Rs 80.00,Rs 78.00
Chilli Dry,KG,Rs 360.00,Rs 380.00,Rs 370.00
Chilli Green,KG,Rs 115.00,Rs 125.00,Rs 120.00
Chilli Green(Bullet),KG,Rs 140.00,Rs 150.00,Rs 145.00
Chilli Green(Akbare),KG,Rs 350.00,Rs 400.00,Rs 375.00
Capsicum,KG,Rs 200.00,Rs 220.00,Rs 210.00
Garlic Green,KG,Rs 140.00,Rs 150.00,Rs 145.00
Coriander Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Garlic Dry Chinese,KG,Rs 165.00,Rs 170.00,Rs 168.00
Garlic Dry Nepali,KG,Rs 240.00,Rs 250.00,Rs 245.00
Fish Fresh(Rahu),KG,Rs 300.00,Rs 320.00,Rs 310.00
Fish Fresh(Bachuwa),KG,Rs 210.00,Rs 220.00,Rs 215.00
Fish Fresh(Chhadi),KG,Rs 210.00,Rs 220.00,Rs 215.00
Fish Fresh(Mungari),KG,Rs 260.00,Rs 280.00,Rs 270.00
