commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 46.67
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 46.67
Tomato Small(Local),KG,Rs 10.00,Rs 15.00,Rs 12.50
Tomato Small(Tunnel),KG,Rs 12.00,Rs 18.00,Rs 14.80
Tomato Small(Indian),KG,Rs 25.00,Rs 30.00,Rs 27.50
Tomato Small(Terai),KG,Rs 25.00,Rs 30.00,Rs 27.50
Potato Red,KG,Rs 28.00,Rs 30.00,Rs 29.20
Potato Red(Indian),KG,Rs 23.00,Rs 25.00,Rs 24.00
Potato White,KG,Rs 18.00,Rs 20.00,Rs 19.33
Onion Dry (Indian),KG,Rs 38.00,Rs 40.00,Rs 39.00
Carrot(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Carrot(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage,KG,Rs 15.00,Rs 20.00,Rs 17.50
Cauli Local,KG,Rs 15.00,Rs 25.00,Rs 19.00
Cauli Local(Jyapu),KG,Rs 25.00,Rs 30.00,Rs 28.33
Cauli Terai,KG,Rs 15.00,Rs 20.00,Rs 18.33
Raddish Red,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 46.67
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 46.67
Green Peas,KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Hybrid),KG,Rs 100.00,Rs 110.00,Rs 106.67
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bitter Gourd,KG,Rs 150.00,Rs 180.00,Rs 163.33
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Long),KG,Rs 15.00,Rs 20.00,Rs 17.50
Squash(Round),KG,Rs 15.00,Rs 20.00,Rs 17.50
Turnip,KG,Rs 40.00,Rs 50.00,Rs 46.67
Okara,KG,Rs 120.00,Rs 140.00,Rs 130.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 40.00,Rs 50.00,Rs 46.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,KG,Rs 40.00,Rs 45.00,Rs 43.33
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 46.67
Spinach Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Cress Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mustard Leaf,KG,Rs 30.00,Rs 40.00,Rs 35.00
Fenugreek Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 70.00,Rs 80.00,Rs 76.67
Bakula,KG,Rs 50.00,Rs 60.00,Rs 56.67
Yam,KG,Rs 60.00,Rs 70.00,Rs 66.67
Mushroom(Kanya),KG,Rs 150.00,Rs 200.00,Rs 172.00
Mushroom(Button),KG,Rs 350.00,Rs 400.00,Rs 375.00
Asparagus,KG,Rs 0.00,Rs 0.00,Rs 0.00
Neuro,KG,Rs 100.00,Rs 120.00,Rs 110.00
Brocauli,KG,Rs 30.00,Rs 40.00,Rs 36.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 250.00,Rs 300.00,Rs 275.00
Red Cabbbage,KG,Rs 70.00,Rs 80.00,Rs 75.00
Lettuce,KG,Rs 40.00,Rs 50.00,Rs 46.67
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,KG,Rs 250.00,Rs 300.00,Rs 275.00
Parseley,KG,Rs 400.00,Rs 500.00,Rs 450.00
Fennel Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mint,KG,Rs 400.00,Rs 500.00,Rs 450.00
Turnip A,KG,Rs 50.00,Rs 60.00,Rs 55.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 120.00,Rs 130.00,Rs 126.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Jholey),KG,Rs 250.00,Rs 260.00,Rs 255.00
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 283.33
Banana,Per Dozen,Rs 140.00,Rs 150.00,Rs 146.67
Lime,KG,Rs 140.00,Rs 150.00,Rs 145.00
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 325.00
Grapes(Green),KG,Rs 150.00,Rs 180.00,Rs 165.00
Grapes(Black),KG,Rs 250.00,Rs 280.00,Rs 265.00
Orange(Nepali),KG,Rs 160.00,Rs 200.00,Rs 180.00
Orange(Indian),KG,Rs 130.00,Rs 150.00,Rs 140.00
Water Melon(Green),KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Orange,KG,Rs 150.00,Rs 180.00,Rs 165.00
Mandarin,KG,Rs 250.00,Rs 280.00,Rs 265.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cucumber(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 36.67
Jack Fruit,KG,Rs 90.00,Rs 100.00,Rs 96.67
Lemon,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pear(Chinese),KG,Rs 250.00,Rs 280.00,Rs 265.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 160.00,Rs 180.00,Rs 173.33
Sugarcane,Per Piece,Rs 70.00,Rs 80.00,Rs 75.00
Kinnow,KG,Rs 120.00,Rs 140.00,Rs 130.00
Strawberry,KG,Rs 300.00,Rs 400.00,Rs 350.00
