commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Tomato Small(Tunnel),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Terai),KG,Rs 30.00,Rs 40.00,Rs 36.67
Potato Red,KG,Rs 40.00,Rs 45.00,Rs 42.50
Onion Dry (Indian),KG,Rs 75.00,Rs 80.00,Rs 78.00
Carrot(Local),KG,Rs 35.00,Rs 40.00,Rs 37.50
Carrot(Terai),KG,Rs 25.00,Rs 30.00,Rs 27.50
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 25.00,Rs 35.00,Rs 30.00
Cauli Local(Jyapu),KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Hybrid),KG,Rs 28.00,Rs 35.00,Rs 31.00
Brinjal Long,KG,Rs 15.00,Rs 25.00,Rs 20.00
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cow pea(Long),KG,Rs 70.00,Rs 80.00,Rs 75.00
Green Peas,KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Hybrid),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Rajma),KG,Rs 140.00,Rs 160.00,Rs 150.00
Sword Bean,KG,Rs 70.00,Rs 80.00,Rs 76.67
Bitter Gourd,KG,Rs 120.00,Rs 130.00,Rs 124.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.00
Pointed Gourd(Terai),KG,Rs 90.00,Rs 100.00,Rs 95.00
Smooth Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Pumpkin,KG,Rs 35.00,Rs 45.00,Rs 40.00
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,KG,Rs 100.00,Rs 110.00,Rs 105.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 76.67
Barela,KG,Rs 50.00,Rs 60.00,Rs 55.00
Arum,KG,Rs 100.00,Rs 110.00,Rs 105.00
Christophine,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 96.67
Spinach Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Fenugreek Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Bakula,KG,Rs 60.00,Rs 70.00,Rs 65.00
Yam,KG,Rs 110.00,Rs 120.00,Rs 115.00
Mushroom(Kanya),KG,Rs 180.00,Rs 200.00,Rs 192.00
Mushroom(Button),KG,Rs 350.00,Rs 400.00,Rs 375.00
Asparagus,KG,Rs 400.00,Rs 500.00,Rs 450.00
Neuro,KG,Rs 70.00,Rs 80.00,Rs 75.00
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 56.67
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 66.67
Drumstick,KG,Rs 100.00,Rs 150.00,Rs 125.00
Bauhania flower,KG,Rs 150.00,Rs 200.00,Rs 175.00
Red Cabbbage,KG,Rs 50.00,Rs 60.00,Rs 55.00
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 56.67
Knolkhol,KG,Rs 70.00,Rs 80.00,Rs 76.67
Celery,KG,Rs 70.00,Rs 80.00,Rs 76.67
Parseley,KG,Rs 140.00,Rs 150.00,Rs 146.67
Fennel Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Mint,KG,Rs 100.00,Rs 110.00,Rs 105.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 150.00,Rs 170.00,Rs 160.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Jholey),KG,Rs 200.00,Rs 220.00,Rs 210.00
Apple(Fuji),KG,Rs 300.00,Rs 350.00,Rs 325.00
Banana,Per Dozen,Rs 130.00,Rs 140.00,Rs 135.00
Lime,KG,Rs 240.00,Rs 280.00,Rs 260.00
Pomegranate,KG,Rs 250.00,Rs 300.00,Rs 275.00
Grapes(Green),KG,Rs 160.00,Rs 180.00,Rs 170.00
Grapes(Black),KG,Rs 220.00,Rs 250.00,Rs 235.00
Orange(Indian),KG,Rs 130.00,Rs 150.00,Rs 140.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mandarin,KG,Rs 250.00,Rs 300.00,Rs 275.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 90.00,Rs 100.00,Rs 96.00
Cucumber(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
Jack Fruit,KG,Rs 70.00,Rs 80.00,Rs 76.67
Pear(Chinese),KG,Rs 200.00,Rs 220.00,Rs 210.00
Papaya(Nepali),KG,Rs 90.00,Rs 100.00,Rs 96.67
Papaya(Indian),KG,Rs 100.00,Rs 110.00,Rs 105.00
Kiwi,KG,Rs 450.00,Rs 500.00,Rs 475.00
Avocado,KG,Rs 600.00,Rs 650.00,Rs 625.00
Amla,KG,Rs 110.00,Rs 120.00,Rs 115.00
Ginger,KG,Rs 230.00,Rs 250.00,Rs 240.00
Chilli Dry,KG,Rs 400.00,Rs 450.00,Rs 425.00
Chilli Green,KG,Rs 70.00,Rs 80.00,Rs 76.00
Chilli Green(Bullet),KG,Rs 80.00,Rs 90.00,Rs 86.67
Capsicum,KG,Rs 140.00,Rs 150.00,Rs 145.00
Garlic Green,KG,Rs 140.00,Rs 150.00,Rs 146.67
Coriander Green,KG,Rs 40.00,Rs 60.00,Rs 50.00
Garlic Dry Chinese,KG,Rs 260.00,Rs 270.00,Rs 265.00
Garlic Dry Nepali,KG,Rs 140.00,Rs 150.00,Rs 145.00
Fish Fresh(Rahu),KG,Rs 330.00,Rs 350.00,Rs 340.00
Fish Fresh(Bachuwa),KG,Rs 250.00,Rs 260.00,Rs 255.00
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 280.00,Rs 263.33
Fish Fresh(Mungari),KG,Rs 330.00,Rs 350.00,Rs 340.00
