commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 55.00,Rs 60.00,Rs 58.00
Tomato Small(Local),KG,Rs 30.00,Rs 35.00,Rs 32.50
Tomato Small(Tunnel),KG,Rs 40.00,Rs 45.00,Rs 43.80
Potato Red,KG,Rs 54.00,Rs 55.00,Rs 54.50
Potato Red(Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Potato Red(Mude),KG,Rs 42.00,Rs 43.00,Rs 42.67
Potato White,KG,Rs 42.00,Rs 43.00,Rs 42.67
Onion Dry (Indian),KG,Rs 38.00,Rs 40.00,Rs 39.00
Carrot(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 46.00
Cauli Local,KG,Rs 110.00,Rs 120.00,Rs 115.00
Raddish Red,KG,Rs 50.00,Rs 60.00,Rs 56.67
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Rajma),KG,Rs 120.00,Rs 150.00,Rs 135.00
Sword Bean,KG,Rs 100.00,Rs 120.00,Rs 110.00
Soyabean Green,KG,Rs 150.00,Rs 180.00,Rs 165.00
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Local),KG,Rs 55.00,Rs 60.00,Rs 58.33
Pointed Gourd(Terai),KG,Rs 55.00,Rs 60.00,Rs 58.33
Snake Gourd,KG,Rs 25.00,Rs 30.00,Rs 28.33
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sponge Gourd,KG,Rs 35.00,Rs 40.00,Rs 37.50
