commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Big(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Tomato Small(Local),KG,Rs 22.00,Rs 27.00,Rs 24.80
Tomato Small(Tunnel),KG,Rs 28.00,Rs 33.00,Rs 29.80
Potato Red,KG,Rs 72.00,Rs 73.00,Rs 72.50
Potato Red(Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Potato Red(Mude),KG,Rs 65.00,Rs 68.00,Rs 66.25
Potato White,KG,Rs 52.00,Rs 53.00,Rs 52.67
Onion Dry (Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Carrot(Local),KG,Rs 130.00,Rs 140.00,Rs 135.00
Carrot(Terai),KG,Rs 130.00,Rs 140.00,Rs 135.00
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 80.00,Rs 100.00,Rs 90.00
Raddish Red,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Local),KG,Rs 25.00,Rs 30.00,Rs 28.33
Raddish White(Hybrid),KG,Rs 40.00,Rs 45.00,Rs 43.33
Brinjal Long,KG,Rs 25.00,Rs 35.00,Rs 30.00
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cow pea(Long),KG,Rs 80.00,Rs 100.00,Rs 92.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 120.00,Rs 130.00,Rs 126.67
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Local),KG,Rs 45.00,Rs 50.00,Rs 47.50
Pointed Gourd(Terai),KG,Rs 45.00,Rs 50.00,Rs 48.33
Snake Gourd,KG,Rs 40.00,Rs 45.00,Rs 43.33
Smooth Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 36.67
Okara,KG,Rs 55.00,Rs 60.00,Rs 57.50
Arum,KG,Rs 45.00,Rs 50.00,Rs 47.50
Christophine,KG,Rs 15.00,Rs 20.00,Rs 17.50
Brd Leaf Mustard,KG,Rs 110.00,Rs 120.00,Rs 116.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mushroom(Kanya),KG,Rs 200.00,Rs 250.00,Rs 233.33
Mushroom(Button),KG,Rs 400.00,Rs 450.00,Rs 425.00
Asparagus,KG,Rs 800.00,Rs 0.00,Rs 900.00
Neuro,KG,Rs 90.00,Rs 100.00,Rs 96.67
Brocauli,KG,Rs 300.00,Rs 350.00,Rs 333.33
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Red Cabbbage,KG,Rs 300.00,Rs 350.00,Rs 325.00
Lettuce,KG,Rs 250.00,Rs 300.00,Rs 275.00
Celery,KG,Rs 250.00,Rs 300.00,Rs 275.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 86.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 100.00,Rs 110.00,Rs 106.67
Tofu,KG,Rs 100.00,Rs 110.00,Rs 106.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 275.00
Banana,Per Dozen,Rs 120.00,Rs 130.00,Rs 125.00
Lime,KG,Rs 220.00,Rs 250.00,Rs 240.00
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 325.00
Water Melon(Green),KG,Rs 80.00,Rs 90.00,Rs 85.00
Sweet Orange,KG,Rs 130.00,Rs 140.00,Rs 135.00
Pineapple,1 Pc,Rs 200.00,Rs 220.00,Rs 210.00
Cucumber(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cucumber(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 27.50
Lemon,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pear(Local),KG,Rs 80.00,Rs 90.00,Rs 86.67
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Kiwi,KG,Rs 300.00,Rs 350.00,Rs 325.00
Sarifa,KG,Rs 150.00,Rs 200.00,Rs 175.00
Avocado,KG,Rs 250.00,Rs 300.00,Rs 275.00
Amla,KG,Rs 70.00,Rs 80.00,Rs 76.67
Ginger,KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Dry,KG,Rs 420.00,Rs 430.00,Rs 425.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Bullet),KG,Rs 70.00,Rs 80.00,Rs 76.67
Chilli Green(Machhe),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Akbare),KG,Rs 90.00,Rs 100.00,Rs 96.67
Capsicum,KG,Rs 110.00,Rs 120.00,Rs 115.00
Garlic Green,KG,Rs 140.00,Rs 150.00,Rs 146.67
Coriander Green,KG,Rs 150.00,Rs 200.00,Rs 175.00
Garlic Dry Chinese,KG,Rs 180.00,Rs 190.00,Rs 185.00
Garlic Dry Nepali,KG,Rs 140.00,Rs 150.00,Rs 146.67
Clive Dry,KG,Rs 200.00,Rs 220.00,Rs 210.00
Fish Fresh(Rahu),KG,Rs 340.00,Rs 350.00,Rs 346.67
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 250.00,Rs 245.00
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 250.00,Rs 245.00
Fish Fresh(Mungari),KG,Rs 240.00,Rs 250.00,Rs 245.00
