commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 12.00,Rs 16.00,Rs 14.00
Potato Red,KG,Rs 34.00,Rs 38.00,Rs 36.00
Potato White,KG,Rs 27.00,Rs 31.00,Rs 29.00
Onion Dry (Indian),KG,Rs 80.00,Rs 90.00,Rs 83.00
Carrot(Local),KG,Rs 95.00,Rs 100.00,Rs 99.00
Cabbage(Local),KG,Rs 35.00,Rs 40.00,Rs 38.00
Cauli Local,KG,Rs 45.00,Rs 50.00,Rs 49.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 18.00
Brinjal Long,KG,Rs 25.00,Rs 30.00,Rs 27.00
Brinjal Round,KG,Rs 30.00,Rs 35.00,Rs 34.00
Cow pea(Long),KG,Rs 90.00,Rs 100.00,Rs 96.00
Green Peas,KG,Rs 100.00,Rs 110.00,Rs 103.00
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 46.00
Sword Bean,KG,Rs 80.00,Rs 100.00,Rs 90.00
Soyabean Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 55.00,Rs 65.00,Rs 60.00
Bottle Gourd,KG,Rs 35.00,Rs 40.00,Rs 38.00
Pointed Gourd(Local),KG,Rs 40.00,Rs 42.00,Rs 41.00
Snake Gourd,KG,Rs 25.00,Rs 30.00,Rs 28.00
Smooth Gourd,KG,Rs 35.00,Rs 42.00,Rs 39.00
Pumpkin,KG,Rs 22.00,Rs 25.00,Rs 24.00
Squash(Long),KG,Rs 25.00,Rs 30.00,Rs 28.00
Okara,KG,Rs 60.00,Rs 70.00,Rs 66.00
Barela,KG,Rs 38.00,Rs 42.00,Rs 40.00
Arum,KG,Rs 40.00,Rs 45.00,Rs 42.00
Christophine,KG,Rs 7.00,Rs 10.00,Rs 9.00
Brd Leaf Mustard,KG,Rs 55.00,Rs 60.00,Rs 58.00
Spinach Leaf,KG,Rs 60.00,Rs 65.00,Rs 63.00
Cress Leaf,KG,Rs 60.00,Rs 65.00,Rs 63.00
Mustard Leaf,KG,Rs 45.00,Rs 50.00,Rs 48.00
Fenugreek Leaf,KG,Rs 55.00,Rs 60.00,Rs 58.00
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mushroom(Kanya),KG,Rs 160.00,Rs 170.00,Rs 165.00
Brocauli,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sugarbeet,KG,Rs 60.00,Rs 65.00,Rs 63.00
Red Cabbbage,KG,Rs 90.00,Rs 100.00,Rs 95.00
Lettuce,KG,Rs 80.00,Rs 85.00,Rs 83.00
Celery,KG,Rs 90.00,Rs 100.00,Rs 95.00
Parseley,KG,Rs 90.00,Rs 100.00,Rs 95.00
Fennel Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Mint,KG,Rs 90.00,Rs 100.00,Rs 95.00
Turnip A,KG,Rs 60.00,Rs 65.00,Rs 63.00
Tamarind,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bamboo Shoot,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tofu,KG,Rs 60.00,Rs 70.00,Rs 65.00
Gundruk,KG,Rs 220.00,Rs 230.00,Rs 225.00
Apple(Jholey),KG,Rs 100.00,Rs 110.00,Rs 105.00
Banana,Per Dozen,Rs 55.00,Rs 60.00,Rs 58.00
Lime,KG,Rs 400.00,Rs 500.00,Rs 450.00
Pomegranate,KG,Rs 300.00,Rs 310.00,Rs 305.00
Orange(Nepali),KG,Rs 70.00,Rs 75.00,Rs 73.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 55.00
Sweet Orange,KG,Rs 80.00,Rs 90.00,Rs 85.00
Mandarin,KG,Rs 35.00,Rs 40.00,Rs 38.00
Pineapple,1 Pc,Rs 70.00,Rs 80.00,Rs 75.00
Cucumber(Local),KG,Rs 50.00,Rs 65.00,Rs 56.00
Lemon,KG,Rs 35.00,Rs 40.00,Rs 38.00
Pear(Local),KG,Rs 200.00,Rs 210.00,Rs 205.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Guava,KG,Rs 40.00,Rs 45.00,Rs 43.00
Mombin,KG,Rs 20.00,Rs 22.00,Rs 21.00
Ginger,KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Dry,KG,Rs 270.00,Rs 280.00,Rs 275.00
Chilli Green,KG,Rs 35.00,Rs 45.00,Rs 40.00
Capsicum,KG,Rs 80.00,Rs 110.00,Rs 95.00
Garlic Green,KG,Rs 100.00,Rs 110.00,Rs 105.00
Coriander Green,KG,Rs 130.00,Rs 140.00,Rs 135.00
Garlic Dry Chinese,KG,Rs 180.00,Rs 190.00,Rs 185.00
Garlic Dry Nepali,KG,Rs 170.00,Rs 180.00,Rs 175.00
Clive Dry,KG,Rs 100.00,Rs 110.00,Rs 105.00
Clive Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Fish Fresh,KG,Rs 250.00,Rs 255.00,Rs 253.00
