commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 80.00,Rs 90.00,Rs 85.00
Tomato Big(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Tomato Small(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Tunnel),KG,Rs 55.00,Rs 65.00,Rs 62.00
Potato Red,KG,Rs 55.00,Rs 58.00,Rs 56.50
Potato Red(Indian),KG,Rs 26.00,Rs 28.00,Rs 27.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.20
Potato White,KG,Rs 42.00,Rs 44.00,Rs 43.00
Onion Dry (Indian),KG,Rs 55.00,Rs 60.00,Rs 58.20
Carrot(Local),KG,Rs 130.00,Rs 140.00,Rs 136.00
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Cabbage(Local),KG,Rs 20.00,Rs 30.00,Rs 26.00
Cauli Local,KG,Rs 70.00,Rs 90.00,Rs 78.00
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 23.00
Raddish White(Hybrid),KG,Rs 25.00,Rs 35.00,Rs 31.00
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 56.67
Cow pea(Long),KG,Rs 120.00,Rs 140.00,Rs 128.00
Cowpea(Short),KG,Rs 100.00,Rs 120.00,Rs 110.00
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 86.67
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 76.67
Sword Bean,KG,Rs 140.00,Rs 160.00,Rs 150.00
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 90.00,Rs 100.00,Rs 96.00
Bottle Gourd,KG,Rs 40.00,Rs 60.00,Rs 48.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 58.00
Pointed Gourd(Terai),KG,Rs 60.00,Rs 70.00,Rs 66.67
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 46.67
Smooth Gourd,KG,Rs 90.00,Rs 100.00,Rs 94.00
Sponge Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.00
Squash(Round),KG,Rs 20.00,Rs 30.00,Rs 25.00
Turnip,KG,Rs 90.00,Rs 100.00,Rs 96.67
Okara,KG,Rs 50.00,Rs 60.00,Rs 56.00
Sweet Potato,KG,Rs 90.00,Rs 100.00,Rs 96.67
Barela,KG,Rs 110.00,Rs 120.00,Rs 116.00
Arum,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,KG,Rs 10.00,Rs 20.00,Rs 14.00
Brd Leaf Mustard,KG,Rs 100.00,Rs 120.00,Rs 110.00
Spinach Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Cress Leaf,KG,Rs 180.00,Rs 200.00,Rs 193.33
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Fenugreek Leaf,KG,Rs 250.00,Rs 300.00,Rs 275.00
Onion Green,KG,Rs 180.00,Rs 200.00,Rs 193.33
Mushroom(Kanya),KG,Rs 220.00,Rs 250.00,Rs 238.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 324.00
Asparagus,KG,Rs 900.00,Rs 999.99,Rs 950.00
Neuro,KG,Rs 100.00,Rs 120.00,Rs 113.33
Brocauli,KG,Rs 250.00,Rs 300.00,Rs 276.67
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Red Cabbbage,KG,Rs 250.00,Rs 300.00,Rs 275.00
Lettuce,KG,Rs 700.00,Rs 800.00,Rs 750.00
Celery,KG,Rs 400.00,Rs 450.00,Rs 425.00
Fennel Leaf,KG,Rs 280.00,Rs 300.00,Rs 290.00
Mint,KG,Rs 700.00,Rs 800.00,Rs 750.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 90.00,Rs 100.00,Rs 96.67
Gundruk,KG,Rs 150.00,Rs 200.00,Rs 175.00
Apple(Jholey),KG,Rs 140.00,Rs 150.00,Rs 146.67
Apple(Fuji),KG,Rs 240.00,Rs 250.00,Rs 246.67
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 96.67
Lime,KG,Rs 180.00,Rs 200.00,Rs 190.00
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 333.33
Orange(Indian),KG,Rs 140.00,Rs 150.00,Rs 146.67
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 56.67
Sweet Orange,KG,Rs 130.00,Rs 140.00,Rs 136.67
Pineapple,1 Pc,Rs 150.00,Rs 160.00,Rs 156.67
Cucumber(Local),KG,Rs 40.00,Rs 50.00,Rs 46.00
Cucumber(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Lemon,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pear(Local),KG,Rs 60.00,Rs 70.00,Rs 66.67
Pear(Chinese),KG,Rs 190.00,Rs 200.00,Rs 195.00
Papaya(Nepali),KG,Rs 50.00,Rs 60.00,Rs 56.67
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 40.00,Rs 50.00,Rs 47.50
Kiwi,KG,Rs 300.00,Rs 400.00,Rs 350.00
Ginger,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Dry,KG,Rs 300.00,Rs 320.00,Rs 306.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 56.00
Chilli Green(Bullet),KG,Rs 100.00,Rs 110.00,Rs 106.67
Chilli Green(Machhe),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Akbare),KG,Rs 150.00,Rs 200.00,Rs 175.00
Capsicum,KG,Rs 140.00,Rs 160.00,Rs 150.00
Garlic Green,KG,Rs 300.00,Rs 320.00,Rs 313.33
Coriander Green,KG,Rs 150.00,Rs 200.00,Rs 175.00
Garlic Dry Chinese,KG,Rs 230.00,Rs 250.00,Rs 240.00
Garlic Dry Nepali,KG,Rs 200.00,Rs 210.00,Rs 206.00
Clive Dry,KG,Rs 280.00,Rs 300.00,Rs 293.33
Clive Green,KG,Rs 140.00,Rs 150.00,Rs 146.67
Fish Fresh(Rahu),KG,Rs 270.00,Rs 280.00,Rs 276.67
Fish Fresh(Bachuwa),KG,Rs 225.00,Rs 235.00,Rs 231.67
Fish Fresh(Chhadi),KG,Rs 220.00,Rs 230.00,Rs 226.67
Fish Fresh(Mungari),KG,Rs 240.00,Rs 250.00,Rs 246.67
